application_id,application_name,family,business_function,application_type,hosting_model,technology_stack,environment,criticality,service_tower,vendor_id,contract_id,rto_rpo,evidence_gap,roadmap_disposition
APP-AIRDN-0337,Maintenance engineering MRO supply chain 122,Maintenance engineering MRO supply chain,Maintenance,SAP module,private cloud,legacy SAP ECC,production,critical,Airline Operations AMS,VEND-AIRDN-338,CONT-AIRDN-0338,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0338,Maintenance engineering MRO supply chain 123,Maintenance engineering MRO supply chain,Supply Chain,SaaS product,SaaS,Oracle/SQL Server,production,critical,Airline Operations AMS,VEND-AIRDN-339,CONT-AIRDN-0339,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0339,Maintenance engineering MRO supply chain 124,Maintenance engineering MRO supply chain,Procurement,operationally critical airline product,legacy UNIX/AIX,AIX/UNIX middleware,production,critical,Airline Operations AMS,VEND-AIRDN-340,CONT-AIRDN-0340,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-0340,Maintenance engineering MRO supply chain 125,Maintenance engineering MRO supply chain,Corporate Finance,low-use high-risk legacy,owned data center,SAP S/4HANA,pre-production,critical,Airline Operations AMS,VEND-AIRDN-341,CONT-AIRDN-0341,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0341,Airport station gate ramp baggage 001,Airport station gate ramp baggage,Airport Operations,strategic platform,edge/station,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-342,CONT-AIRDN-0342,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0342,Airport station gate ramp baggage 002,Airport station gate ramp baggage,Passenger Service,regional duplicate,owned data center,Service management platform,production,critical,Airline Operations AMS,VEND-AIRDN-343,CONT-AIRDN-0343,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0343,Airport station gate ramp baggage 003,Airport station gate ramp baggage,Operations Control,acquired-carrier inherited system,private cloud,Kafka/event streaming,production,critical,Airline Operations AMS,VEND-AIRDN-344,CONT-AIRDN-0344,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0344,Airport station gate ramp baggage 004,Airport station gate ramp baggage,Cargo,end-of-life application,Azure workload,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-345,CONT-AIRDN-0345,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-0345,Airport station gate ramp baggage 005,Airport station gate ramp baggage,Technology,shadow IT,hybrid,API gateway/iPaaS,pre-production,critical,Airline Operations AMS,VEND-AIRDN-346,CONT-AIRDN-0346,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0346,Airport station gate ramp baggage 006,Airport station gate ramp baggage,Airport Operations,custom Java/.NET,edge/station,Service management platform,production,critical,Airline Operations AMS,VEND-AIRDN-347,CONT-AIRDN-0347,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,current
APP-AIRDN-0347,Airport station gate ramp baggage 007,Airport station gate ramp baggage,Passenger Service,mainframe workload,owned data center,Kafka/event streaming,DR,critical,Airline Operations AMS,VEND-AIRDN-348,CONT-AIRDN-0348,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0348,Airport station gate ramp baggage 008,Airport station gate ramp baggage,Operations Control,SAP module,private cloud,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-349,CONT-AIRDN-0349,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0349,Airport station gate ramp baggage 009,Airport station gate ramp baggage,Cargo,SaaS product,Azure workload,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-350,CONT-AIRDN-0350,RTO/RPO to confirm,source-backed candidate,current
APP-AIRDN-0350,Airport station gate ramp baggage 010,Airport station gate ramp baggage,Technology,operationally critical airline product,hybrid,Service management platform,pre-production,critical,Airline Operations AMS,VEND-AIRDN-351,CONT-AIRDN-0351,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0351,Airport station gate ramp baggage 011,Airport station gate ramp baggage,Airport Operations,low-use high-risk legacy,edge/station,Kafka/event streaming,production,critical,Airline Operations AMS,VEND-AIRDN-352,CONT-AIRDN-0352,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0352,Airport station gate ramp baggage 012,Airport station gate ramp baggage,Passenger Service,strategic platform,owned data center,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-353,CONT-AIRDN-0353,RTO 4-12 hrs / RPO same day,interface evidence needed,current
APP-AIRDN-0353,Airport station gate ramp baggage 013,Airport station gate ramp baggage,Operations Control,regional duplicate,private cloud,API gateway/iPaaS,production,high,Airline Operations AMS,VEND-AIRDN-354,CONT-AIRDN-0354,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,sunset candidate
APP-AIRDN-0354,Airport station gate ramp baggage 014,Airport station gate ramp baggage,Cargo,acquired-carrier inherited system,Azure workload,Service management platform,DR,critical,Airline Operations AMS,VEND-AIRDN-355,CONT-AIRDN-0355,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0355,Airport station gate ramp baggage 015,Airport station gate ramp baggage,Technology,end-of-life application,hybrid,Kafka/event streaming,pre-production,critical,Airline Operations AMS,VEND-AIRDN-356,CONT-AIRDN-0356,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0356,Airport station gate ramp baggage 016,Airport station gate ramp baggage,Airport Operations,shadow IT,edge/station,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-357,CONT-AIRDN-0357,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0357,Airport station gate ramp baggage 017,Airport station gate ramp baggage,Passenger Service,custom Java/.NET,owned data center,Service management platform,production,critical,Airline Operations AMS,VEND-AIRDN-358,CONT-AIRDN-0358,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0358,Airport station gate ramp baggage 018,Airport station gate ramp baggage,Operations Control,mainframe workload,private cloud,Kafka/event streaming,production,critical,Airline Operations AMS,VEND-AIRDN-359,CONT-AIRDN-0359,RTO/RPO to confirm,interface evidence needed,current
APP-AIRDN-0359,Airport station gate ramp baggage 019,Airport station gate ramp baggage,Cargo,SAP module,Azure workload,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-360,CONT-AIRDN-0360,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0360,Airport station gate ramp baggage 020,Airport station gate ramp baggage,Technology,SaaS product,hybrid,API gateway/iPaaS,pre-production,critical,Airline Operations AMS,VEND-AIRDN-361,CONT-AIRDN-0361,RTO 4-12 hrs / RPO same day,source-backed candidate,modernize
APP-AIRDN-0361,Airport station gate ramp baggage 021,Airport station gate ramp baggage,Airport Operations,operationally critical airline product,edge/station,Service management platform,DR,critical,Airline Operations AMS,VEND-AIRDN-362,CONT-AIRDN-0362,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0362,Airport station gate ramp baggage 022,Airport station gate ramp baggage,Passenger Service,low-use high-risk legacy,owned data center,Kafka/event streaming,production,critical,Airline Operations AMS,VEND-AIRDN-363,CONT-AIRDN-0363,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0363,Airport station gate ramp baggage 023,Airport station gate ramp baggage,Operations Control,strategic platform,private cloud,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-364,CONT-AIRDN-0364,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0364,Airport station gate ramp baggage 024,Airport station gate ramp baggage,Cargo,regional duplicate,Azure workload,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-365,CONT-AIRDN-0365,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0365,Airport station gate ramp baggage 025,Airport station gate ramp baggage,Technology,acquired-carrier inherited system,hybrid,Service management platform,pre-production,critical,Airline Operations AMS,VEND-AIRDN-366,CONT-AIRDN-0366,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0366,Airport station gate ramp baggage 026,Airport station gate ramp baggage,Airport Operations,end-of-life application,edge/station,Kafka/event streaming,production,high,Airline Operations AMS,VEND-AIRDN-367,CONT-AIRDN-0367,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,sunset candidate
APP-AIRDN-0367,Airport station gate ramp baggage 027,Airport station gate ramp baggage,Passenger Service,shadow IT,owned data center,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-368,CONT-AIRDN-0368,RTO/RPO to confirm,source-backed candidate,current
APP-AIRDN-0368,Airport station gate ramp baggage 028,Airport station gate ramp baggage,Operations Control,custom Java/.NET,private cloud,API gateway/iPaaS,DR,critical,Airline Operations AMS,VEND-AIRDN-369,CONT-AIRDN-0369,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-0369,Airport station gate ramp baggage 029,Airport station gate ramp baggage,Cargo,mainframe workload,Azure workload,Service management platform,production,critical,Airline Operations AMS,VEND-AIRDN-370,CONT-AIRDN-0370,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0370,Airport station gate ramp baggage 030,Airport station gate ramp baggage,Technology,SAP module,hybrid,Kafka/event streaming,pre-production,critical,Airline Operations AMS,VEND-AIRDN-371,CONT-AIRDN-0371,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,modernize
APP-AIRDN-0371,Airport station gate ramp baggage 031,Airport station gate ramp baggage,Airport Operations,SaaS product,edge/station,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-372,CONT-AIRDN-0372,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0372,Airport station gate ramp baggage 032,Airport station gate ramp baggage,Passenger Service,operationally critical airline product,owned data center,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-373,CONT-AIRDN-0373,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0373,Airport station gate ramp baggage 033,Airport station gate ramp baggage,Operations Control,low-use high-risk legacy,private cloud,Service management platform,production,critical,Airline Operations AMS,VEND-AIRDN-374,CONT-AIRDN-0374,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0374,Airport station gate ramp baggage 034,Airport station gate ramp baggage,Cargo,strategic platform,Azure workload,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-375,CONT-AIRDN-0375,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0375,Airport station gate ramp baggage 035,Airport station gate ramp baggage,Technology,regional duplicate,hybrid,API gateway/iPaaS,DR,critical,Airline Operations AMS,VEND-AIRDN-376,CONT-AIRDN-0376,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0376,Airport station gate ramp baggage 036,Airport station gate ramp baggage,Airport Operations,acquired-carrier inherited system,edge/station,Service management platform,production,critical,Airline Operations AMS,VEND-AIRDN-377,CONT-AIRDN-0377,RTO/RPO to confirm,interface evidence needed,current
APP-AIRDN-0377,Airport station gate ramp baggage 037,Airport station gate ramp baggage,Passenger Service,end-of-life application,owned data center,Kafka/event streaming,production,critical,Airline Operations AMS,VEND-AIRDN-378,CONT-AIRDN-0378,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0378,Airport station gate ramp baggage 038,Airport station gate ramp baggage,Operations Control,shadow IT,private cloud,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-379,CONT-AIRDN-0379,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0379,Airport station gate ramp baggage 039,Airport station gate ramp baggage,Cargo,custom Java/.NET,Azure workload,API gateway/iPaaS,production,high,Airline Operations AMS,VEND-AIRDN-380,CONT-AIRDN-0380,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,sunset candidate
APP-AIRDN-0380,Airport station gate ramp baggage 040,Airport station gate ramp baggage,Technology,mainframe workload,hybrid,Service management platform,pre-production,critical,Airline Operations AMS,VEND-AIRDN-381,CONT-AIRDN-0381,RTO 4-12 hrs / RPO same day,owner attestation needed,modernize
APP-AIRDN-0381,Airport station gate ramp baggage 041,Airport station gate ramp baggage,Airport Operations,SAP module,edge/station,Kafka/event streaming,production,critical,Airline Operations AMS,VEND-AIRDN-382,CONT-AIRDN-0382,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0382,Airport station gate ramp baggage 042,Airport station gate ramp baggage,Passenger Service,SaaS product,owned data center,Java/.NET custom,DR,critical,Airline Operations AMS,VEND-AIRDN-383,CONT-AIRDN-0383,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,current
APP-AIRDN-0383,Airport station gate ramp baggage 043,Airport station gate ramp baggage,Operations Control,operationally critical airline product,private cloud,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-384,CONT-AIRDN-0384,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0384,Airport station gate ramp baggage 044,Airport station gate ramp baggage,Cargo,low-use high-risk legacy,Azure workload,Service management platform,production,critical,Airline Operations AMS,VEND-AIRDN-385,CONT-AIRDN-0385,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-0385,Airport station gate ramp baggage 045,Airport station gate ramp baggage,Technology,strategic platform,hybrid,Kafka/event streaming,pre-production,critical,Airline Operations AMS,VEND-AIRDN-386,CONT-AIRDN-0386,RTO/RPO to confirm,source-backed candidate,modernize
APP-AIRDN-0386,Airport station gate ramp baggage 046,Airport station gate ramp baggage,Airport Operations,regional duplicate,edge/station,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-387,CONT-AIRDN-0387,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0387,Airport station gate ramp baggage 047,Airport station gate ramp baggage,Passenger Service,acquired-carrier inherited system,owned data center,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-388,CONT-AIRDN-0388,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0388,Airport station gate ramp baggage 048,Airport station gate ramp baggage,Operations Control,end-of-life application,private cloud,Service management platform,production,critical,Airline Operations AMS,VEND-AIRDN-389,CONT-AIRDN-0389,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0389,Airport station gate ramp baggage 049,Airport station gate ramp baggage,Cargo,shadow IT,Azure workload,Kafka/event streaming,DR,critical,Airline Operations AMS,VEND-AIRDN-390,CONT-AIRDN-0390,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0390,Airport station gate ramp baggage 050,Airport station gate ramp baggage,Technology,custom Java/.NET,hybrid,Java/.NET custom,pre-production,critical,Airline Operations AMS,VEND-AIRDN-391,CONT-AIRDN-0391,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0391,Airport station gate ramp baggage 051,Airport station gate ramp baggage,Airport Operations,mainframe workload,edge/station,Service management platform,production,critical,Airline Operations AMS,VEND-AIRDN-392,CONT-AIRDN-0392,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0392,Airport station gate ramp baggage 052,Airport station gate ramp baggage,Passenger Service,SAP module,owned data center,Kafka/event streaming,production,high,Airline Operations AMS,VEND-AIRDN-393,CONT-AIRDN-0393,RTO 4-12 hrs / RPO same day,source-backed candidate,sunset candidate
APP-AIRDN-0393,Airport station gate ramp baggage 053,Airport station gate ramp baggage,Operations Control,SaaS product,private cloud,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-394,CONT-AIRDN-0394,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0394,Airport station gate ramp baggage 054,Airport station gate ramp baggage,Cargo,operationally critical airline product,Azure workload,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-395,CONT-AIRDN-0395,RTO/RPO to confirm,interface evidence needed,current
