workforce_id,worker_type,business_function,service_tower,skill_family,delivery_location,transition_note
WORK-AIRDN-01526,managed-service role,Data and AI,Airline Operations AMS,security,offshore,standard
WORK-AIRDN-01527,employee,Cybersecurity,Corporate and SAP AMS,data,hybrid,standard
WORK-AIRDN-01528,contractor,Workplace,Digital Customer and Loyalty AMS,procurement,onsite,critical knowledge holder
WORK-AIRDN-01529,managed-service role,Service Management,Data Analytics and Integration,finance,nearshore,transition sensitive
WORK-AIRDN-01530,employee,Flight Operations,Cloud Infrastructure and Mainframe,architecture,offshore,standard
WORK-AIRDN-01531,contractor,Operations Control,Workplace Service Desk and Field Support,operations,hybrid,standard
WORK-AIRDN-01532,managed-service role,Crew Operations,SIAM Observability and Service Governance,engineering,onsite,standard
WORK-AIRDN-01533,employee,Technical Operations,Airline Operations AMS,support,nearshore,standard
WORK-AIRDN-01534,contractor,Airport Operations,Corporate and SAP AMS,service management,offshore,standard
WORK-AIRDN-01535,managed-service role,Passenger Service,Digital Customer and Loyalty AMS,security,hybrid,standard
WORK-AIRDN-01536,employee,Commercial,Data Analytics and Integration,data,onsite,critical knowledge holder
WORK-AIRDN-01537,contractor,Cargo,Cloud Infrastructure and Mainframe,procurement,nearshore,standard
WORK-AIRDN-01538,managed-service role,Corporate Finance,Workplace Service Desk and Field Support,finance,offshore,standard
WORK-AIRDN-01539,employee,Procurement,SIAM Observability and Service Governance,architecture,hybrid,standard
WORK-AIRDN-01540,contractor,Technology,Airline Operations AMS,operations,onsite,transition sensitive
WORK-AIRDN-01541,managed-service role,Data and AI,Corporate and SAP AMS,engineering,nearshore,standard
WORK-AIRDN-01542,employee,Cybersecurity,Digital Customer and Loyalty AMS,support,offshore,standard
WORK-AIRDN-01543,contractor,Workplace,Data Analytics and Integration,service management,hybrid,standard
WORK-AIRDN-01544,managed-service role,Service Management,Cloud Infrastructure and Mainframe,security,onsite,critical knowledge holder
WORK-AIRDN-01545,employee,Flight Operations,Workplace Service Desk and Field Support,data,nearshore,standard
WORK-AIRDN-01546,contractor,Operations Control,SIAM Observability and Service Governance,procurement,offshore,standard
WORK-AIRDN-01547,managed-service role,Crew Operations,Airline Operations AMS,finance,hybrid,standard
WORK-AIRDN-01548,employee,Technical Operations,Corporate and SAP AMS,architecture,onsite,standard
WORK-AIRDN-01549,contractor,Airport Operations,Digital Customer and Loyalty AMS,operations,nearshore,standard
WORK-AIRDN-01550,managed-service role,Passenger Service,Data Analytics and Integration,engineering,offshore,standard
WORK-AIRDN-01551,employee,Commercial,Cloud Infrastructure and Mainframe,support,hybrid,transition sensitive
WORK-AIRDN-01552,contractor,Cargo,Workplace Service Desk and Field Support,service management,onsite,critical knowledge holder
WORK-AIRDN-01553,managed-service role,Corporate Finance,SIAM Observability and Service Governance,security,nearshore,standard
WORK-AIRDN-01554,employee,Procurement,Airline Operations AMS,data,offshore,standard
WORK-AIRDN-01555,contractor,Technology,Corporate and SAP AMS,procurement,hybrid,standard
WORK-AIRDN-01556,managed-service role,Data and AI,Digital Customer and Loyalty AMS,finance,onsite,standard
WORK-AIRDN-01557,employee,Cybersecurity,Data Analytics and Integration,architecture,nearshore,standard
WORK-AIRDN-01558,contractor,Workplace,Cloud Infrastructure and Mainframe,operations,offshore,standard
WORK-AIRDN-01559,managed-service role,Service Management,Workplace Service Desk and Field Support,engineering,hybrid,standard
WORK-AIRDN-01560,employee,Flight Operations,SIAM Observability and Service Governance,support,onsite,critical knowledge holder
WORK-AIRDN-01561,contractor,Operations Control,Airline Operations AMS,service management,nearshore,standard
WORK-AIRDN-01562,managed-service role,Crew Operations,Corporate and SAP AMS,security,offshore,transition sensitive
WORK-AIRDN-01563,employee,Technical Operations,Digital Customer and Loyalty AMS,data,hybrid,standard
WORK-AIRDN-01564,contractor,Airport Operations,Data Analytics and Integration,procurement,onsite,standard
WORK-AIRDN-01565,managed-service role,Passenger Service,Cloud Infrastructure and Mainframe,finance,nearshore,standard
WORK-AIRDN-01566,employee,Commercial,Workplace Service Desk and Field Support,architecture,offshore,standard
WORK-AIRDN-01567,contractor,Cargo,SIAM Observability and Service Governance,operations,hybrid,standard
WORK-AIRDN-01568,managed-service role,Corporate Finance,Airline Operations AMS,engineering,onsite,critical knowledge holder
WORK-AIRDN-01569,employee,Procurement,Corporate and SAP AMS,support,nearshore,standard
WORK-AIRDN-01570,contractor,Technology,Digital Customer and Loyalty AMS,service management,offshore,standard
WORK-AIRDN-01571,managed-service role,Data and AI,Data Analytics and Integration,security,hybrid,standard
WORK-AIRDN-01572,employee,Cybersecurity,Cloud Infrastructure and Mainframe,data,onsite,standard
WORK-AIRDN-01573,contractor,Workplace,Workplace Service Desk and Field Support,procurement,nearshore,transition sensitive
WORK-AIRDN-01574,managed-service role,Service Management,SIAM Observability and Service Governance,finance,offshore,standard
WORK-AIRDN-01575,employee,Flight Operations,Airline Operations AMS,architecture,hybrid,standard
WORK-AIRDN-01576,contractor,Operations Control,Corporate and SAP AMS,operations,onsite,critical knowledge holder
WORK-AIRDN-01577,managed-service role,Crew Operations,Digital Customer and Loyalty AMS,engineering,nearshore,standard
WORK-AIRDN-01578,employee,Technical Operations,Data Analytics and Integration,support,offshore,standard
WORK-AIRDN-01579,contractor,Airport Operations,Cloud Infrastructure and Mainframe,service management,hybrid,standard
WORK-AIRDN-01580,managed-service role,Passenger Service,Workplace Service Desk and Field Support,security,onsite,standard
WORK-AIRDN-01581,employee,Commercial,SIAM Observability and Service Governance,data,nearshore,standard
WORK-AIRDN-01582,contractor,Cargo,Airline Operations AMS,procurement,offshore,standard
WORK-AIRDN-01583,managed-service role,Corporate Finance,Corporate and SAP AMS,finance,hybrid,standard
WORK-AIRDN-01584,employee,Procurement,Digital Customer and Loyalty AMS,architecture,onsite,critical knowledge holder
WORK-AIRDN-01585,contractor,Technology,Data Analytics and Integration,operations,nearshore,standard
WORK-AIRDN-01586,managed-service role,Data and AI,Cloud Infrastructure and Mainframe,engineering,offshore,standard
WORK-AIRDN-01587,employee,Cybersecurity,Workplace Service Desk and Field Support,support,hybrid,standard
WORK-AIRDN-01588,contractor,Workplace,SIAM Observability and Service Governance,service management,onsite,standard
WORK-AIRDN-01589,managed-service role,Service Management,Airline Operations AMS,security,nearshore,standard
WORK-AIRDN-01590,employee,Flight Operations,Corporate and SAP AMS,data,offshore,standard
WORK-AIRDN-01591,contractor,Operations Control,Digital Customer and Loyalty AMS,procurement,hybrid,standard
WORK-AIRDN-01592,managed-service role,Crew Operations,Data Analytics and Integration,finance,onsite,critical knowledge holder
WORK-AIRDN-01593,employee,Technical Operations,Cloud Infrastructure and Mainframe,architecture,nearshore,standard
WORK-AIRDN-01594,contractor,Airport Operations,Workplace Service Desk and Field Support,operations,offshore,standard
WORK-AIRDN-01595,managed-service role,Passenger Service,SIAM Observability and Service Governance,engineering,hybrid,transition sensitive
WORK-AIRDN-01596,employee,Commercial,Airline Operations AMS,support,onsite,standard
WORK-AIRDN-01597,contractor,Cargo,Corporate and SAP AMS,service management,nearshore,standard
WORK-AIRDN-01598,managed-service role,Corporate Finance,Digital Customer and Loyalty AMS,security,offshore,standard
WORK-AIRDN-01599,employee,Procurement,Data Analytics and Integration,data,hybrid,standard
WORK-AIRDN-01600,contractor,Technology,Cloud Infrastructure and Mainframe,procurement,onsite,critical knowledge holder
WORK-AIRDN-01601,managed-service role,Data and AI,Workplace Service Desk and Field Support,finance,nearshore,standard
WORK-AIRDN-01602,employee,Cybersecurity,SIAM Observability and Service Governance,architecture,offshore,standard
WORK-AIRDN-01603,contractor,Workplace,Airline Operations AMS,operations,hybrid,standard
WORK-AIRDN-01604,managed-service role,Service Management,Corporate and SAP AMS,engineering,onsite,standard
WORK-AIRDN-01605,employee,Flight Operations,Digital Customer and Loyalty AMS,support,nearshore,standard
WORK-AIRDN-01606,contractor,Operations Control,Data Analytics and Integration,service management,offshore,transition sensitive
WORK-AIRDN-01607,managed-service role,Crew Operations,Cloud Infrastructure and Mainframe,security,hybrid,standard
WORK-AIRDN-01608,employee,Technical Operations,Workplace Service Desk and Field Support,data,onsite,critical knowledge holder
WORK-AIRDN-01609,contractor,Airport Operations,SIAM Observability and Service Governance,procurement,nearshore,standard
WORK-AIRDN-01610,managed-service role,Passenger Service,Airline Operations AMS,finance,offshore,standard
WORK-AIRDN-01611,employee,Commercial,Corporate and SAP AMS,architecture,hybrid,standard
WORK-AIRDN-01612,contractor,Cargo,Digital Customer and Loyalty AMS,operations,onsite,standard
WORK-AIRDN-01613,managed-service role,Corporate Finance,Data Analytics and Integration,engineering,nearshore,standard
WORK-AIRDN-01614,employee,Procurement,Cloud Infrastructure and Mainframe,support,offshore,standard
WORK-AIRDN-01615,contractor,Technology,Workplace Service Desk and Field Support,service management,hybrid,standard
WORK-AIRDN-01616,managed-service role,Data and AI,SIAM Observability and Service Governance,security,onsite,critical knowledge holder
WORK-AIRDN-01617,employee,Cybersecurity,Airline Operations AMS,data,nearshore,transition sensitive
WORK-AIRDN-01618,contractor,Workplace,Corporate and SAP AMS,procurement,offshore,standard
WORK-AIRDN-01619,managed-service role,Service Management,Digital Customer and Loyalty AMS,finance,hybrid,standard
WORK-AIRDN-01620,employee,Flight Operations,Data Analytics and Integration,architecture,onsite,standard
WORK-AIRDN-01621,contractor,Operations Control,Cloud Infrastructure and Mainframe,operations,nearshore,standard
WORK-AIRDN-01622,managed-service role,Crew Operations,Workplace Service Desk and Field Support,engineering,offshore,standard
WORK-AIRDN-01623,employee,Technical Operations,SIAM Observability and Service Governance,support,hybrid,standard
WORK-AIRDN-01624,contractor,Airport Operations,Airline Operations AMS,service management,onsite,critical knowledge holder
WORK-AIRDN-01625,managed-service role,Passenger Service,Corporate and SAP AMS,security,nearshore,standard
WORK-AIRDN-01626,employee,Commercial,Digital Customer and Loyalty AMS,data,offshore,standard
WORK-AIRDN-01627,contractor,Cargo,Data Analytics and Integration,procurement,hybrid,standard
WORK-AIRDN-01628,managed-service role,Corporate Finance,Cloud Infrastructure and Mainframe,finance,onsite,transition sensitive
WORK-AIRDN-01629,employee,Procurement,Workplace Service Desk and Field Support,architecture,nearshore,standard
WORK-AIRDN-01630,contractor,Technology,SIAM Observability and Service Governance,operations,offshore,standard
WORK-AIRDN-01631,managed-service role,Data and AI,Airline Operations AMS,engineering,hybrid,standard
WORK-AIRDN-01632,employee,Cybersecurity,Corporate and SAP AMS,support,onsite,critical knowledge holder
WORK-AIRDN-01633,contractor,Workplace,Digital Customer and Loyalty AMS,service management,nearshore,standard
WORK-AIRDN-01634,managed-service role,Service Management,Data Analytics and Integration,security,offshore,standard
WORK-AIRDN-01635,employee,Flight Operations,Cloud Infrastructure and Mainframe,data,hybrid,standard
WORK-AIRDN-01636,contractor,Operations Control,Workplace Service Desk and Field Support,procurement,onsite,standard
WORK-AIRDN-01637,managed-service role,Crew Operations,SIAM Observability and Service Governance,finance,nearshore,standard
WORK-AIRDN-01638,employee,Technical Operations,Airline Operations AMS,architecture,offshore,standard
WORK-AIRDN-01639,contractor,Airport Operations,Corporate and SAP AMS,operations,hybrid,transition sensitive
WORK-AIRDN-01640,managed-service role,Passenger Service,Digital Customer and Loyalty AMS,engineering,onsite,critical knowledge holder
WORK-AIRDN-01641,employee,Commercial,Data Analytics and Integration,support,nearshore,standard
WORK-AIRDN-01642,contractor,Cargo,Cloud Infrastructure and Mainframe,service management,offshore,standard
WORK-AIRDN-01643,managed-service role,Corporate Finance,Workplace Service Desk and Field Support,security,hybrid,standard
WORK-AIRDN-01644,employee,Procurement,SIAM Observability and Service Governance,data,onsite,standard
WORK-AIRDN-01645,contractor,Technology,Airline Operations AMS,procurement,nearshore,standard
WORK-AIRDN-01646,managed-service role,Data and AI,Corporate and SAP AMS,finance,offshore,standard
WORK-AIRDN-01647,employee,Cybersecurity,Digital Customer and Loyalty AMS,architecture,hybrid,standard
WORK-AIRDN-01648,contractor,Workplace,Data Analytics and Integration,operations,onsite,critical knowledge holder
WORK-AIRDN-01649,managed-service role,Service Management,Cloud Infrastructure and Mainframe,engineering,nearshore,standard
WORK-AIRDN-01650,employee,Flight Operations,Workplace Service Desk and Field Support,support,offshore,transition sensitive
WORK-AIRDN-01651,contractor,Operations Control,SIAM Observability and Service Governance,service management,hybrid,standard
