integration_id,from_application_id,to_application_id,integration_method,frequency,criticality,middleware_pattern,owning_function,source_id
INT-AIRDN-01917,APP-AIRDN-1460,APP-AIRDN-1206,MQ/event,nightly batch,high,event streaming backbone,Cybersecurity,SRC-AIRDN-INT-028
INT-AIRDN-01918,APP-AIRDN-1467,APP-AIRDN-1223,API,real-time,standard,enterprise service bus,Workplace,SRC-AIRDN-INT-029
INT-AIRDN-01919,APP-AIRDN-1474,APP-AIRDN-1240,file/batch,near real-time,standard,mainframe MQ,Service Management,SRC-AIRDN-INT-030
INT-AIRDN-01920,APP-AIRDN-1481,APP-AIRDN-1257,ETL/ELT,hourly,critical,cloud integration platform,Flight Operations,SRC-AIRDN-INT-031
INT-AIRDN-01921,APP-AIRDN-1488,APP-AIRDN-1274,mainframe transaction,daily,standard,file transfer gateway,Operations Control,SRC-AIRDN-INT-032
INT-AIRDN-01922,APP-AIRDN-1495,APP-AIRDN-1291,streaming topic,weekly,standard,data pipeline orchestrator,Crew Operations,SRC-AIRDN-INT-033
INT-AIRDN-01923,APP-AIRDN-0007,APP-AIRDN-1308,SaaS connector,event-driven,high,API gateway,Technical Operations,SRC-AIRDN-INT-034
INT-AIRDN-01924,APP-AIRDN-0014,APP-AIRDN-1325,EDI/message,nightly batch,standard,event streaming backbone,Airport Operations,SRC-AIRDN-INT-035
INT-AIRDN-01925,APP-AIRDN-0021,APP-AIRDN-1342,database link,real-time,standard,enterprise service bus,Passenger Service,SRC-AIRDN-INT-036
INT-AIRDN-01926,APP-AIRDN-0028,APP-AIRDN-1359,MQ/event,near real-time,high,mainframe MQ,Commercial,SRC-AIRDN-INT-037
INT-AIRDN-01927,APP-AIRDN-0035,APP-AIRDN-1376,API,hourly,standard,cloud integration platform,Cargo,SRC-AIRDN-INT-038
INT-AIRDN-01928,APP-AIRDN-0042,APP-AIRDN-1393,file/batch,daily,critical,file transfer gateway,Corporate Finance,SRC-AIRDN-INT-039
INT-AIRDN-01929,APP-AIRDN-0049,APP-AIRDN-1410,ETL/ELT,weekly,high,data pipeline orchestrator,Procurement,SRC-AIRDN-INT-040
INT-AIRDN-01930,APP-AIRDN-0056,APP-AIRDN-1427,mainframe transaction,event-driven,standard,API gateway,Technology,SRC-AIRDN-INT-041
INT-AIRDN-01931,APP-AIRDN-0063,APP-AIRDN-1444,streaming topic,nightly batch,standard,event streaming backbone,Data and AI,SRC-AIRDN-INT-042
INT-AIRDN-01932,APP-AIRDN-0070,APP-AIRDN-1461,SaaS connector,real-time,high,enterprise service bus,Cybersecurity,SRC-AIRDN-INT-043
INT-AIRDN-01933,APP-AIRDN-0077,APP-AIRDN-1478,EDI/message,near real-time,standard,mainframe MQ,Workplace,SRC-AIRDN-INT-044
INT-AIRDN-01934,APP-AIRDN-0084,APP-AIRDN-1495,database link,hourly,standard,cloud integration platform,Service Management,SRC-AIRDN-INT-045
INT-AIRDN-01935,APP-AIRDN-0091,APP-AIRDN-0017,MQ/event,daily,high,file transfer gateway,Flight Operations,SRC-AIRDN-INT-046
INT-AIRDN-01936,APP-AIRDN-0098,APP-AIRDN-0034,API,weekly,critical,data pipeline orchestrator,Operations Control,SRC-AIRDN-INT-047
INT-AIRDN-01937,APP-AIRDN-0105,APP-AIRDN-0051,file/batch,event-driven,standard,API gateway,Crew Operations,SRC-AIRDN-INT-048
INT-AIRDN-01938,APP-AIRDN-0112,APP-AIRDN-0068,ETL/ELT,nightly batch,high,event streaming backbone,Technical Operations,SRC-AIRDN-INT-049
INT-AIRDN-01939,APP-AIRDN-0119,APP-AIRDN-0085,mainframe transaction,real-time,standard,enterprise service bus,Airport Operations,SRC-AIRDN-INT-050
INT-AIRDN-01940,APP-AIRDN-0126,APP-AIRDN-0102,streaming topic,near real-time,standard,mainframe MQ,Passenger Service,SRC-AIRDN-INT-051
INT-AIRDN-01941,APP-AIRDN-0133,APP-AIRDN-0119,SaaS connector,hourly,high,cloud integration platform,Commercial,SRC-AIRDN-INT-052
INT-AIRDN-01942,APP-AIRDN-0140,APP-AIRDN-0136,EDI/message,daily,standard,file transfer gateway,Cargo,SRC-AIRDN-INT-053
INT-AIRDN-01943,APP-AIRDN-0147,APP-AIRDN-0153,database link,weekly,standard,data pipeline orchestrator,Corporate Finance,SRC-AIRDN-INT-054
INT-AIRDN-01944,APP-AIRDN-0154,APP-AIRDN-0170,MQ/event,event-driven,critical,API gateway,Procurement,SRC-AIRDN-INT-001
INT-AIRDN-01945,APP-AIRDN-0161,APP-AIRDN-0187,API,nightly batch,standard,event streaming backbone,Technology,SRC-AIRDN-INT-002
INT-AIRDN-01946,APP-AIRDN-0168,APP-AIRDN-0204,file/batch,real-time,standard,enterprise service bus,Data and AI,SRC-AIRDN-INT-003
INT-AIRDN-01947,APP-AIRDN-0175,APP-AIRDN-0221,ETL/ELT,near real-time,high,mainframe MQ,Cybersecurity,SRC-AIRDN-INT-004
INT-AIRDN-01948,APP-AIRDN-0182,APP-AIRDN-0238,mainframe transaction,hourly,standard,cloud integration platform,Workplace,SRC-AIRDN-INT-005
INT-AIRDN-01949,APP-AIRDN-0189,APP-AIRDN-0255,streaming topic,daily,standard,file transfer gateway,Service Management,SRC-AIRDN-INT-006
INT-AIRDN-01950,APP-AIRDN-0196,APP-AIRDN-0272,SaaS connector,weekly,high,data pipeline orchestrator,Flight Operations,SRC-AIRDN-INT-007
INT-AIRDN-01951,APP-AIRDN-0203,APP-AIRDN-0289,EDI/message,event-driven,standard,API gateway,Operations Control,SRC-AIRDN-INT-008
INT-AIRDN-01952,APP-AIRDN-0210,APP-AIRDN-0306,database link,nightly batch,critical,event streaming backbone,Crew Operations,SRC-AIRDN-INT-009
INT-AIRDN-01953,APP-AIRDN-0217,APP-AIRDN-0323,MQ/event,real-time,high,enterprise service bus,Technical Operations,SRC-AIRDN-INT-010
INT-AIRDN-01954,APP-AIRDN-0224,APP-AIRDN-0340,API,near real-time,standard,mainframe MQ,Airport Operations,SRC-AIRDN-INT-011
INT-AIRDN-01955,APP-AIRDN-0231,APP-AIRDN-0357,file/batch,hourly,standard,cloud integration platform,Passenger Service,SRC-AIRDN-INT-012
INT-AIRDN-01956,APP-AIRDN-0238,APP-AIRDN-0374,ETL/ELT,daily,high,file transfer gateway,Commercial,SRC-AIRDN-INT-013
INT-AIRDN-01957,APP-AIRDN-0245,APP-AIRDN-0391,mainframe transaction,weekly,standard,data pipeline orchestrator,Cargo,SRC-AIRDN-INT-014
INT-AIRDN-01958,APP-AIRDN-0252,APP-AIRDN-0408,streaming topic,event-driven,standard,API gateway,Corporate Finance,SRC-AIRDN-INT-015
INT-AIRDN-01959,APP-AIRDN-0259,APP-AIRDN-0425,SaaS connector,nightly batch,high,event streaming backbone,Procurement,SRC-AIRDN-INT-016
INT-AIRDN-01960,APP-AIRDN-0266,APP-AIRDN-0442,EDI/message,real-time,critical,enterprise service bus,Technology,SRC-AIRDN-INT-017
INT-AIRDN-01961,APP-AIRDN-0273,APP-AIRDN-0459,database link,near real-time,standard,mainframe MQ,Data and AI,SRC-AIRDN-INT-018
INT-AIRDN-01962,APP-AIRDN-0280,APP-AIRDN-0476,MQ/event,hourly,high,cloud integration platform,Cybersecurity,SRC-AIRDN-INT-019
INT-AIRDN-01963,APP-AIRDN-0287,APP-AIRDN-0493,API,daily,standard,file transfer gateway,Workplace,SRC-AIRDN-INT-020
INT-AIRDN-01964,APP-AIRDN-0294,APP-AIRDN-0510,file/batch,weekly,standard,data pipeline orchestrator,Service Management,SRC-AIRDN-INT-021
INT-AIRDN-01965,APP-AIRDN-0301,APP-AIRDN-0527,ETL/ELT,event-driven,high,API gateway,Flight Operations,SRC-AIRDN-INT-022
INT-AIRDN-01966,APP-AIRDN-0308,APP-AIRDN-0544,mainframe transaction,nightly batch,standard,event streaming backbone,Operations Control,SRC-AIRDN-INT-023
INT-AIRDN-01967,APP-AIRDN-0315,APP-AIRDN-0561,streaming topic,real-time,standard,enterprise service bus,Crew Operations,SRC-AIRDN-INT-024
INT-AIRDN-01968,APP-AIRDN-0322,APP-AIRDN-0578,SaaS connector,near real-time,critical,mainframe MQ,Technical Operations,SRC-AIRDN-INT-025
INT-AIRDN-01969,APP-AIRDN-0329,APP-AIRDN-0595,EDI/message,hourly,standard,cloud integration platform,Airport Operations,SRC-AIRDN-INT-026
INT-AIRDN-01970,APP-AIRDN-0336,APP-AIRDN-0612,database link,daily,standard,file transfer gateway,Passenger Service,SRC-AIRDN-INT-027
INT-AIRDN-01971,APP-AIRDN-0343,APP-AIRDN-0629,MQ/event,weekly,high,data pipeline orchestrator,Commercial,SRC-AIRDN-INT-028
INT-AIRDN-01972,APP-AIRDN-0350,APP-AIRDN-0646,API,event-driven,standard,API gateway,Cargo,SRC-AIRDN-INT-029
INT-AIRDN-01973,APP-AIRDN-0357,APP-AIRDN-0663,file/batch,nightly batch,standard,event streaming backbone,Corporate Finance,SRC-AIRDN-INT-030
INT-AIRDN-01974,APP-AIRDN-0364,APP-AIRDN-0680,ETL/ELT,real-time,high,enterprise service bus,Procurement,SRC-AIRDN-INT-031
INT-AIRDN-01975,APP-AIRDN-0371,APP-AIRDN-0697,mainframe transaction,near real-time,standard,mainframe MQ,Technology,SRC-AIRDN-INT-032
INT-AIRDN-01976,APP-AIRDN-0378,APP-AIRDN-0714,streaming topic,hourly,critical,cloud integration platform,Data and AI,SRC-AIRDN-INT-033
INT-AIRDN-01977,APP-AIRDN-0385,APP-AIRDN-0731,SaaS connector,daily,high,file transfer gateway,Cybersecurity,SRC-AIRDN-INT-034
INT-AIRDN-01978,APP-AIRDN-0392,APP-AIRDN-0748,EDI/message,weekly,standard,data pipeline orchestrator,Workplace,SRC-AIRDN-INT-035
INT-AIRDN-01979,APP-AIRDN-0399,APP-AIRDN-0765,database link,event-driven,standard,API gateway,Service Management,SRC-AIRDN-INT-036
INT-AIRDN-01980,APP-AIRDN-0406,APP-AIRDN-0782,MQ/event,nightly batch,high,event streaming backbone,Flight Operations,SRC-AIRDN-INT-037
INT-AIRDN-01981,APP-AIRDN-0413,APP-AIRDN-0799,API,real-time,standard,enterprise service bus,Operations Control,SRC-AIRDN-INT-038
INT-AIRDN-01982,APP-AIRDN-0420,APP-AIRDN-0816,file/batch,near real-time,standard,mainframe MQ,Crew Operations,SRC-AIRDN-INT-039
INT-AIRDN-01983,APP-AIRDN-0427,APP-AIRDN-0833,ETL/ELT,hourly,high,cloud integration platform,Technical Operations,SRC-AIRDN-INT-040
INT-AIRDN-01984,APP-AIRDN-0434,APP-AIRDN-0850,mainframe transaction,daily,critical,file transfer gateway,Airport Operations,SRC-AIRDN-INT-041
INT-AIRDN-01985,APP-AIRDN-0441,APP-AIRDN-0867,streaming topic,weekly,standard,data pipeline orchestrator,Passenger Service,SRC-AIRDN-INT-042
INT-AIRDN-01986,APP-AIRDN-0448,APP-AIRDN-0884,SaaS connector,event-driven,high,API gateway,Commercial,SRC-AIRDN-INT-043
INT-AIRDN-01987,APP-AIRDN-0455,APP-AIRDN-0901,EDI/message,nightly batch,standard,event streaming backbone,Cargo,SRC-AIRDN-INT-044
INT-AIRDN-01988,APP-AIRDN-0462,APP-AIRDN-0918,database link,real-time,standard,enterprise service bus,Corporate Finance,SRC-AIRDN-INT-045
INT-AIRDN-01989,APP-AIRDN-0469,APP-AIRDN-0935,MQ/event,near real-time,high,mainframe MQ,Procurement,SRC-AIRDN-INT-046
INT-AIRDN-01990,APP-AIRDN-0476,APP-AIRDN-0952,API,hourly,standard,cloud integration platform,Technology,SRC-AIRDN-INT-047
INT-AIRDN-01991,APP-AIRDN-0483,APP-AIRDN-0969,file/batch,daily,standard,file transfer gateway,Data and AI,SRC-AIRDN-INT-048
INT-AIRDN-01992,APP-AIRDN-0490,APP-AIRDN-0986,ETL/ELT,weekly,critical,data pipeline orchestrator,Cybersecurity,SRC-AIRDN-INT-049
INT-AIRDN-01993,APP-AIRDN-0497,APP-AIRDN-1003,mainframe transaction,event-driven,standard,API gateway,Workplace,SRC-AIRDN-INT-050
INT-AIRDN-01994,APP-AIRDN-0504,APP-AIRDN-1020,streaming topic,nightly batch,standard,event streaming backbone,Service Management,SRC-AIRDN-INT-051
INT-AIRDN-01995,APP-AIRDN-0511,APP-AIRDN-1037,SaaS connector,real-time,high,enterprise service bus,Flight Operations,SRC-AIRDN-INT-052
INT-AIRDN-01996,APP-AIRDN-0518,APP-AIRDN-1054,EDI/message,near real-time,standard,mainframe MQ,Operations Control,SRC-AIRDN-INT-053
INT-AIRDN-01997,APP-AIRDN-0525,APP-AIRDN-1071,database link,hourly,standard,cloud integration platform,Crew Operations,SRC-AIRDN-INT-054
INT-AIRDN-01998,APP-AIRDN-0532,APP-AIRDN-1088,MQ/event,daily,high,file transfer gateway,Technical Operations,SRC-AIRDN-INT-001
INT-AIRDN-01999,APP-AIRDN-0539,APP-AIRDN-1105,API,weekly,standard,data pipeline orchestrator,Airport Operations,SRC-AIRDN-INT-002
INT-AIRDN-02000,APP-AIRDN-0546,APP-AIRDN-1122,file/batch,event-driven,critical,API gateway,Passenger Service,SRC-AIRDN-INT-003
INT-AIRDN-02001,APP-AIRDN-0553,APP-AIRDN-1139,ETL/ELT,nightly batch,high,event streaming backbone,Commercial,SRC-AIRDN-INT-004
INT-AIRDN-02002,APP-AIRDN-0560,APP-AIRDN-1156,mainframe transaction,real-time,standard,enterprise service bus,Cargo,SRC-AIRDN-INT-005
INT-AIRDN-02003,APP-AIRDN-0567,APP-AIRDN-1173,streaming topic,near real-time,standard,mainframe MQ,Corporate Finance,SRC-AIRDN-INT-006
INT-AIRDN-02004,APP-AIRDN-0574,APP-AIRDN-1190,SaaS connector,hourly,high,cloud integration platform,Procurement,SRC-AIRDN-INT-007
INT-AIRDN-02005,APP-AIRDN-0581,APP-AIRDN-1207,EDI/message,daily,standard,file transfer gateway,Technology,SRC-AIRDN-INT-008
INT-AIRDN-02006,APP-AIRDN-0588,APP-AIRDN-1224,database link,weekly,standard,data pipeline orchestrator,Data and AI,SRC-AIRDN-INT-009
INT-AIRDN-02007,APP-AIRDN-0595,APP-AIRDN-1241,MQ/event,event-driven,high,API gateway,Cybersecurity,SRC-AIRDN-INT-010
INT-AIRDN-02008,APP-AIRDN-0602,APP-AIRDN-1258,API,nightly batch,critical,event streaming backbone,Workplace,SRC-AIRDN-INT-011
INT-AIRDN-02009,APP-AIRDN-0609,APP-AIRDN-1275,file/batch,real-time,standard,enterprise service bus,Service Management,SRC-AIRDN-INT-012
INT-AIRDN-02010,APP-AIRDN-0616,APP-AIRDN-1292,ETL/ELT,near real-time,high,mainframe MQ,Flight Operations,SRC-AIRDN-INT-013
INT-AIRDN-02011,APP-AIRDN-0623,APP-AIRDN-1309,mainframe transaction,hourly,standard,cloud integration platform,Operations Control,SRC-AIRDN-INT-014
INT-AIRDN-02012,APP-AIRDN-0630,APP-AIRDN-1326,streaming topic,daily,standard,file transfer gateway,Crew Operations,SRC-AIRDN-INT-015
INT-AIRDN-02013,APP-AIRDN-0637,APP-AIRDN-1343,SaaS connector,weekly,high,data pipeline orchestrator,Technical Operations,SRC-AIRDN-INT-016
INT-AIRDN-02014,APP-AIRDN-0644,APP-AIRDN-1360,EDI/message,event-driven,standard,API gateway,Airport Operations,SRC-AIRDN-INT-017
INT-AIRDN-02015,APP-AIRDN-0651,APP-AIRDN-1377,database link,nightly batch,standard,event streaming backbone,Passenger Service,SRC-AIRDN-INT-018
INT-AIRDN-02016,APP-AIRDN-0658,APP-AIRDN-1394,MQ/event,real-time,critical,enterprise service bus,Commercial,SRC-AIRDN-INT-019
INT-AIRDN-02017,APP-AIRDN-0665,APP-AIRDN-1411,API,near real-time,standard,mainframe MQ,Cargo,SRC-AIRDN-INT-020
INT-AIRDN-02018,APP-AIRDN-0672,APP-AIRDN-1428,file/batch,hourly,standard,cloud integration platform,Corporate Finance,SRC-AIRDN-INT-021
INT-AIRDN-02019,APP-AIRDN-0679,APP-AIRDN-1445,ETL/ELT,daily,high,file transfer gateway,Procurement,SRC-AIRDN-INT-022
INT-AIRDN-02020,APP-AIRDN-0686,APP-AIRDN-1462,mainframe transaction,weekly,standard,data pipeline orchestrator,Technology,SRC-AIRDN-INT-023
INT-AIRDN-02021,APP-AIRDN-0693,APP-AIRDN-1479,streaming topic,event-driven,standard,API gateway,Data and AI,SRC-AIRDN-INT-024
INT-AIRDN-02022,APP-AIRDN-0700,APP-AIRDN-0001,SaaS connector,nightly batch,high,event streaming backbone,Cybersecurity,SRC-AIRDN-INT-025
INT-AIRDN-02023,APP-AIRDN-0707,APP-AIRDN-0018,EDI/message,real-time,standard,enterprise service bus,Workplace,SRC-AIRDN-INT-026
INT-AIRDN-02024,APP-AIRDN-0714,APP-AIRDN-0035,database link,near real-time,critical,mainframe MQ,Service Management,SRC-AIRDN-INT-027
INT-AIRDN-02025,APP-AIRDN-0721,APP-AIRDN-0052,MQ/event,hourly,high,cloud integration platform,Flight Operations,SRC-AIRDN-INT-028
INT-AIRDN-02026,APP-AIRDN-0728,APP-AIRDN-0069,API,daily,standard,file transfer gateway,Operations Control,SRC-AIRDN-INT-029
INT-AIRDN-02027,APP-AIRDN-0735,APP-AIRDN-0086,file/batch,weekly,standard,data pipeline orchestrator,Crew Operations,SRC-AIRDN-INT-030
INT-AIRDN-02028,APP-AIRDN-0742,APP-AIRDN-0103,ETL/ELT,event-driven,high,API gateway,Technical Operations,SRC-AIRDN-INT-031
INT-AIRDN-02029,APP-AIRDN-0749,APP-AIRDN-0120,mainframe transaction,nightly batch,standard,event streaming backbone,Airport Operations,SRC-AIRDN-INT-032
INT-AIRDN-02030,APP-AIRDN-0756,APP-AIRDN-0137,streaming topic,real-time,standard,enterprise service bus,Passenger Service,SRC-AIRDN-INT-033
INT-AIRDN-02031,APP-AIRDN-0763,APP-AIRDN-0154,SaaS connector,near real-time,high,mainframe MQ,Commercial,SRC-AIRDN-INT-034
INT-AIRDN-02032,APP-AIRDN-0770,APP-AIRDN-0171,EDI/message,hourly,critical,cloud integration platform,Cargo,SRC-AIRDN-INT-035
INT-AIRDN-02033,APP-AIRDN-0777,APP-AIRDN-0188,database link,daily,standard,file transfer gateway,Corporate Finance,SRC-AIRDN-INT-036
INT-AIRDN-02034,APP-AIRDN-0784,APP-AIRDN-0205,MQ/event,weekly,high,data pipeline orchestrator,Procurement,SRC-AIRDN-INT-037
INT-AIRDN-02035,APP-AIRDN-0791,APP-AIRDN-0222,API,event-driven,standard,API gateway,Technology,SRC-AIRDN-INT-038
INT-AIRDN-02036,APP-AIRDN-0798,APP-AIRDN-0239,file/batch,nightly batch,standard,event streaming backbone,Data and AI,SRC-AIRDN-INT-039
INT-AIRDN-02037,APP-AIRDN-0805,APP-AIRDN-0256,ETL/ELT,real-time,high,enterprise service bus,Cybersecurity,SRC-AIRDN-INT-040
INT-AIRDN-02038,APP-AIRDN-0812,APP-AIRDN-0273,mainframe transaction,near real-time,standard,mainframe MQ,Workplace,SRC-AIRDN-INT-041
INT-AIRDN-02039,APP-AIRDN-0819,APP-AIRDN-0290,streaming topic,hourly,standard,cloud integration platform,Service Management,SRC-AIRDN-INT-042
INT-AIRDN-02040,APP-AIRDN-0826,APP-AIRDN-0307,SaaS connector,daily,critical,file transfer gateway,Flight Operations,SRC-AIRDN-INT-043
INT-AIRDN-02041,APP-AIRDN-0833,APP-AIRDN-0324,EDI/message,weekly,standard,data pipeline orchestrator,Operations Control,SRC-AIRDN-INT-044
INT-AIRDN-02042,APP-AIRDN-0840,APP-AIRDN-0341,database link,event-driven,standard,API gateway,Crew Operations,SRC-AIRDN-INT-045
INT-AIRDN-02043,APP-AIRDN-0847,APP-AIRDN-0358,MQ/event,nightly batch,high,event streaming backbone,Technical Operations,SRC-AIRDN-INT-046
INT-AIRDN-02044,APP-AIRDN-0854,APP-AIRDN-0375,API,real-time,standard,enterprise service bus,Airport Operations,SRC-AIRDN-INT-047
INT-AIRDN-02045,APP-AIRDN-0861,APP-AIRDN-0392,file/batch,near real-time,standard,mainframe MQ,Passenger Service,SRC-AIRDN-INT-048
INT-AIRDN-02046,APP-AIRDN-0868,APP-AIRDN-0409,ETL/ELT,hourly,high,cloud integration platform,Commercial,SRC-AIRDN-INT-049
INT-AIRDN-02047,APP-AIRDN-0875,APP-AIRDN-0426,mainframe transaction,daily,standard,file transfer gateway,Cargo,SRC-AIRDN-INT-050
INT-AIRDN-02048,APP-AIRDN-0882,APP-AIRDN-0443,streaming topic,weekly,critical,data pipeline orchestrator,Corporate Finance,SRC-AIRDN-INT-051
INT-AIRDN-02049,APP-AIRDN-0889,APP-AIRDN-0460,SaaS connector,event-driven,high,API gateway,Procurement,SRC-AIRDN-INT-052
INT-AIRDN-02050,APP-AIRDN-0896,APP-AIRDN-0477,EDI/message,nightly batch,standard,event streaming backbone,Technology,SRC-AIRDN-INT-053
INT-AIRDN-02051,APP-AIRDN-0903,APP-AIRDN-0494,database link,real-time,standard,enterprise service bus,Data and AI,SRC-AIRDN-INT-054
INT-AIRDN-02052,APP-AIRDN-0910,APP-AIRDN-0511,MQ/event,near real-time,high,mainframe MQ,Cybersecurity,SRC-AIRDN-INT-001
INT-AIRDN-02053,APP-AIRDN-0917,APP-AIRDN-0528,API,hourly,standard,cloud integration platform,Workplace,SRC-AIRDN-INT-002
INT-AIRDN-02054,APP-AIRDN-0924,APP-AIRDN-0545,file/batch,daily,standard,file transfer gateway,Service Management,SRC-AIRDN-INT-003
INT-AIRDN-02055,APP-AIRDN-0931,APP-AIRDN-0562,ETL/ELT,weekly,high,data pipeline orchestrator,Flight Operations,SRC-AIRDN-INT-004
INT-AIRDN-02056,APP-AIRDN-0938,APP-AIRDN-0579,mainframe transaction,event-driven,critical,API gateway,Operations Control,SRC-AIRDN-INT-005
INT-AIRDN-02057,APP-AIRDN-0945,APP-AIRDN-0596,streaming topic,nightly batch,standard,event streaming backbone,Crew Operations,SRC-AIRDN-INT-006
INT-AIRDN-02058,APP-AIRDN-0952,APP-AIRDN-0613,SaaS connector,real-time,high,enterprise service bus,Technical Operations,SRC-AIRDN-INT-007
INT-AIRDN-02059,APP-AIRDN-0959,APP-AIRDN-0630,EDI/message,near real-time,standard,mainframe MQ,Airport Operations,SRC-AIRDN-INT-008
INT-AIRDN-02060,APP-AIRDN-0966,APP-AIRDN-0647,database link,hourly,standard,cloud integration platform,Passenger Service,SRC-AIRDN-INT-009
INT-AIRDN-02061,APP-AIRDN-0973,APP-AIRDN-0664,MQ/event,daily,high,file transfer gateway,Commercial,SRC-AIRDN-INT-010
INT-AIRDN-02062,APP-AIRDN-0980,APP-AIRDN-0681,API,weekly,standard,data pipeline orchestrator,Cargo,SRC-AIRDN-INT-011
INT-AIRDN-02063,APP-AIRDN-0987,APP-AIRDN-0698,file/batch,event-driven,standard,API gateway,Corporate Finance,SRC-AIRDN-INT-012
INT-AIRDN-02064,APP-AIRDN-0994,APP-AIRDN-0715,ETL/ELT,nightly batch,critical,event streaming backbone,Procurement,SRC-AIRDN-INT-013
INT-AIRDN-02065,APP-AIRDN-1001,APP-AIRDN-0732,mainframe transaction,real-time,standard,enterprise service bus,Technology,SRC-AIRDN-INT-014
INT-AIRDN-02066,APP-AIRDN-1008,APP-AIRDN-0749,streaming topic,near real-time,standard,mainframe MQ,Data and AI,SRC-AIRDN-INT-015
INT-AIRDN-02067,APP-AIRDN-1015,APP-AIRDN-0766,SaaS connector,hourly,high,cloud integration platform,Cybersecurity,SRC-AIRDN-INT-016
INT-AIRDN-02068,APP-AIRDN-1022,APP-AIRDN-0783,EDI/message,daily,standard,file transfer gateway,Workplace,SRC-AIRDN-INT-017
INT-AIRDN-02069,APP-AIRDN-1029,APP-AIRDN-0800,database link,weekly,standard,data pipeline orchestrator,Service Management,SRC-AIRDN-INT-018
INT-AIRDN-02070,APP-AIRDN-1036,APP-AIRDN-0817,MQ/event,event-driven,high,API gateway,Flight Operations,SRC-AIRDN-INT-019
INT-AIRDN-02071,APP-AIRDN-1043,APP-AIRDN-0834,API,nightly batch,standard,event streaming backbone,Operations Control,SRC-AIRDN-INT-020
INT-AIRDN-02072,APP-AIRDN-1050,APP-AIRDN-0851,file/batch,real-time,critical,enterprise service bus,Crew Operations,SRC-AIRDN-INT-021
INT-AIRDN-02073,APP-AIRDN-1057,APP-AIRDN-0868,ETL/ELT,near real-time,high,mainframe MQ,Technical Operations,SRC-AIRDN-INT-022
INT-AIRDN-02074,APP-AIRDN-1064,APP-AIRDN-0885,mainframe transaction,hourly,standard,cloud integration platform,Airport Operations,SRC-AIRDN-INT-023
INT-AIRDN-02075,APP-AIRDN-1071,APP-AIRDN-0902,streaming topic,daily,standard,file transfer gateway,Passenger Service,SRC-AIRDN-INT-024
INT-AIRDN-02076,APP-AIRDN-1078,APP-AIRDN-0919,SaaS connector,weekly,high,data pipeline orchestrator,Commercial,SRC-AIRDN-INT-025
INT-AIRDN-02077,APP-AIRDN-1085,APP-AIRDN-0936,EDI/message,event-driven,standard,API gateway,Cargo,SRC-AIRDN-INT-026
INT-AIRDN-02078,APP-AIRDN-1092,APP-AIRDN-0953,database link,nightly batch,standard,event streaming backbone,Corporate Finance,SRC-AIRDN-INT-027
INT-AIRDN-02079,APP-AIRDN-1099,APP-AIRDN-0970,MQ/event,real-time,high,enterprise service bus,Procurement,SRC-AIRDN-INT-028
INT-AIRDN-02080,APP-AIRDN-1106,APP-AIRDN-0987,API,near real-time,critical,mainframe MQ,Technology,SRC-AIRDN-INT-029
INT-AIRDN-02081,APP-AIRDN-1113,APP-AIRDN-1004,file/batch,hourly,standard,cloud integration platform,Data and AI,SRC-AIRDN-INT-030
INT-AIRDN-02082,APP-AIRDN-1120,APP-AIRDN-1021,ETL/ELT,daily,high,file transfer gateway,Cybersecurity,SRC-AIRDN-INT-031
