tenant_key,system_name,servicenow_ci_sys_id,reporting_period,total_incidents,p1_incidents,p2_incidents,p3_incidents,p4_incidents,avg_mttr_hours,p1_mttr_hours,sla_target_pct,sla_actual_pct,sla_breach_count,top_root_cause_category,change_requests_count,change_success_rate_pct,escalation_to_vendor_count,service_desk_provider,notes,source_classification,generation_method
skyharbor-air,Ground Operations Local Coordination Tool — Seattle (SEA) — Pacific Gateway,SHACMDB-73dc6353b2,trailing_12mo_ending_2026-07-31,14,0,3,6,5,5.5,2.4,98,98.44,0,data quality/reconciliation,3,93.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Station Kiosk Fleet — Seattle (SEA) — Pacific Gateway,SHACMDB-32e5171d7b,trailing_12mo_ending_2026-07-31,15,0,2,6,7,6.4,3,98,98.25,0,access/authentication,3,94.2,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Ramp & Load Control Terminal — Seattle (SEA) — Pacific Gateway,SHACMDB-4d7711feb6,trailing_12mo_ending_2026-07-31,12,0,2,5,5,6.3,2.9,98,98.5,0,batch/scheduling delay,3,93.5,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Common-Use Terminal Equipment — London Heathrow (LHR) — International Station,SHACMDB-015b8f8f10,trailing_12mo_ending_2026-07-31,11,0,1,4,6,6.2,3.6,98,98.46,0,integration/interface failure,3,97.4,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Ground Operations Local Coordination Tool — London Heathrow (LHR) — International Station,SHACMDB-07aafb4d49,trailing_12mo_ending_2026-07-31,12,0,2,5,5,4.9,2.6,98,98.32,0,data quality/reconciliation,2,98.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Station Kiosk Fleet — London Heathrow (LHR) — International Station,SHACMDB-092e0e094a,trailing_12mo_ending_2026-07-31,16,0,3,7,6,4.8,2,98,98.44,0,vendor-side outage,3,92.2,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Local Ramp & Load Control Terminal — London Heathrow (LHR) — International Station,SHACMDB-81c394c7f8,trailing_12mo_ending_2026-07-31,9,0,2,4,3,5.2,3,98,98.45,0,batch/scheduling delay,2,98.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Dispatch Release Archive Tool,SHACMDB-d3a960fdbb,trailing_12mo_ending_2026-07-31,13,0,2,5,6,12.5,5,98,97.56,2,infrastructure/network,3,87.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (batch-window latency causes data to be up to 14 hours stale during peak periods; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Aircraft Performance Data Calculator,SHACMDB-adbcea13f8,trailing_12mo_ending_2026-07-31,10,0,1,4,5,5.3,3,98,98.43,0,integration/interface failure,2,96.1,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,NOTAM Local Distribution List,SHACMDB-60fbc80e48,trailing_12mo_ending_2026-07-31,14,0,3,6,5,12.8,6.2,98,97.49,2,data quality/reconciliation,3,84.5,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; peak-load timeouts occur during Thanksgiving travel week when concurrent sessions exceed 5,542, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Flight Following Backup Radio Log,SHACMDB-e894e792c1,trailing_12mo_ending_2026-07-31,10,0,2,4,4,11.5,5.3,98,97.65,1,integration/interface failure,2,87.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (the user interface has not been modernized since the original implementation, slowing flight dispatchers down; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Crew Uniform & Equipment Tracker,SHACMDB-459c41d75c,trailing_12mo_ending_2026-07-31,6,0,1,2,3,6.3,2.8,98,98.38,0,change-related regression,2,96.6,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Crew Recognition & Feedback Portal,SHACMDB-67c3d862c5,trailing_12mo_ending_2026-07-31,8,0,1,3,4,6,2.6,98,98.38,0,capacity/performance degradation,1,97.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Union Bid/Award Bulletin Board (legacy),SHACMDB-cc49eac871,trailing_12mo_ending_2026-07-31,11,0,2,4,5,12.3,6.1,98,97.77,1,vendor-side outage,3,82,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (known data quality issues in the union bid/award posting data feed require manual scrubbing before crew schedulers can trust the output; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Crew Base Facility Access Log,SHACMDB-efaadca81e,trailing_12mo_ending_2026-07-31,9,0,2,4,3,12.7,7.5,98,97.48,2,integration/interface failure,3,82.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; reporting lags production data by up to 2 hours because refresh is still batch-based, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Tooling & Calibration Tracker,SHACMDB-b5d470d950,trailing_12mo_ending_2026-07-31,9,0,1,3,5,8.3,3.4,98,98.21,0,change-related regression,1,96.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier3 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Ground Support Equipment Inspection Log,SHACMDB-50fab7b44b,trailing_12mo_ending_2026-07-31,10,0,2,4,4,12.1,6,98,97.59,2,integration/interface failure,2,88,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (the user interface has not been modernized since the original implementation, slowing ramp agents and GSE mechanics down; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Line Maintenance Shift Handover Notes (legacy),SHACMDB-b1c615fece,trailing_12mo_ending_2026-07-31,10,0,2,4,4,12.3,6.3,98,97.73,1,access/authentication,2,86.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (access provisioning for new aircraft maintenance technicians takes 10 business days versus the 1-day target; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,MRO Vendor Warranty Claims Tracker,SHACMDB-01a1e181f9,trailing_12mo_ending_2026-07-31,8,0,1,3,4,6.5,3.6,98,98.29,0,vendor-side outage,2,94.7,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Component Repair Turnaround Dashboard,SHACMDB-28e7d2cc4a,trailing_12mo_ending_2026-07-31,8,0,1,3,4,5.6,2.5,98,98.38,0,batch/scheduling delay,2,93.4,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Competitor Fare Monitoring Tool,SHACMDB-ad6e3390bf,trailing_12mo_ending_2026-07-31,6,0,1,2,3,6.2,3.7,98,98.31,0,capacity/performance degradation,1,97.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Ancillary Bundling Rules Configurator,SHACMDB-e1ce3e9afd,trailing_12mo_ending_2026-07-31,5,0,1,2,2,5,2.4,98,98.35,0,integration/interface failure,1,96.6,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Charter Flight Costing Spreadsheet,SHACMDB-e3cd8123d8,trailing_12mo_ending_2026-07-31,13,0,3,5,5,11.6,5.8,98,97.6,2,infrastructure/network,2,88.1,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (peak-load timeouts occur during the winter holiday period when concurrent sessions exceed 1,221; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Regulatory Slot Portal Cross-Check Tool,SHACMDB-956a8efc00,trailing_12mo_ending_2026-07-31,10,0,2,4,4,12,7.2,98,97.49,2,vendor-side outage,2,85.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (peak-load timeouts occur during hurricane season disruption events when concurrent sessions exceed 3,495; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Partner Airline Mileage Reconciliation Tool,SHACMDB-abb52091bc,trailing_12mo_ending_2026-07-31,7,0,1,3,3,5.5,3,98,98.45,0,integration/interface failure,1,97.5,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Loyalty Member Survey Platform,SHACMDB-b6e898a49a,trailing_12mo_ending_2026-07-31,7,0,1,3,3,5.2,2.9,98,98.27,0,data quality/reconciliation,1,94.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Travel Agency Commission Tracker,SHACMDB-dcb0b28ce0,trailing_12mo_ending_2026-07-31,9,0,1,4,4,11.8,6.4,98,97.52,2,change-related regression,2,82.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (duplicate manual data entry between this system and GDS Booking Connector — Sabre; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Corporate Sales Proposal Generator,SHACMDB-9f3bf41a3d,trailing_12mo_ending_2026-07-31,8,0,1,3,4,6.5,3.6,98,98.27,0,capacity/performance degradation,1,98.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Wheelchair & Special Assistance Coordination Tool,SHACMDB-c41bf3fc9c,trailing_12mo_ending_2026-07-31,17,0,3,6,8,2.8,1.2,99.5,99.95,0,vendor-side outage,3,94.9,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
