profile_id,tenant_key,entity_type,entity_key,display_name,record_count,confidence,summary
profile:vendors:Program_/_Transformation_Office:_Automated_close_and_reporting,meridian-health,vendors,Program / Transformation Office: Automated close and reporting,Program / Transformation Office: Automated close and reporting,2,high,Program / Transformation Office: Automated close and reporting; Program / Transformation Office: Automated close and reporting
profile:vendors:Program_/_Transformation_Office:_Unified_clinical_+_claims_lakehouse,meridian-health,vendors,Program / Transformation Office: Unified clinical + claims lakehouse,Program / Transformation Office: Unified clinical + claims lakehouse,2,medium,Program / Transformation Office: Unified clinical + claims lakehouse; Program / Transformation Office: Unified clinical + claims lakehouse
profile:vendors:Program_/_Transformation_Office:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,vendors,Program / Transformation Office: Governed data foundation for AI / LLM automation,Program / Transformation Office: Governed data foundation for AI / LLM automation,1,high,Program / Transformation Office: Governed data foundation for AI / LLM automation
profile:vendors:Program_/_Transformation_Office:_Call_center_optimization,meridian-health,vendors,Program / Transformation Office: Call center optimization,Program / Transformation Office: Call center optimization,1,high,Program / Transformation Office: Call center optimization
profile:vendors:GitHub,meridian-health,vendors,GitHub,GitHub,1,high,GitHub
profile:vendors:Workday,meridian-health,vendors,Workday,Workday,1,high,Workday
profile:vendors:ServiceNow,meridian-health,vendors,ServiceNow,ServiceNow,1,high,ServiceNow
profile:programs_initiatives:Unified_clinical_+_claims_lakehouse:_EMR_clinical,meridian-health,programs_initiatives,Unified clinical + claims lakehouse: EMR clinical,Unified clinical + claims lakehouse: EMR clinical,1,high,Unified clinical + claims lakehouse: EMR clinical
profile:programs_initiatives:Unified_clinical_+_claims_lakehouse:_claims,meridian-health,programs_initiatives,Unified clinical + claims lakehouse: claims,Unified clinical + claims lakehouse: claims,1,high,Unified clinical + claims lakehouse: claims
profile:programs_initiatives:Unified_clinical_+_claims_lakehouse:_pharmacy,meridian-health,programs_initiatives,Unified clinical + claims lakehouse: pharmacy,Unified clinical + claims lakehouse: pharmacy,1,high,Unified clinical + claims lakehouse: pharmacy
profile:programs_initiatives:Governed_data_foundation_for_AI_/_LLM_automation:_prior_authorization,meridian-health,programs_initiatives,Governed data foundation for AI / LLM automation: prior authorization,Governed data foundation for AI / LLM automation: prior authorization,1,medium,Governed data foundation for AI / LLM automation: prior authorization
profile:programs_initiatives:Governed_data_foundation_for_AI_/_LLM_automation:_coding,meridian-health,programs_initiatives,Governed data foundation for AI / LLM automation: coding,Governed data foundation for AI / LLM automation: coding,1,high,Governed data foundation for AI / LLM automation: coding
profile:programs_initiatives:Governed_data_foundation_for_AI_/_LLM_automation:_utilization_management,meridian-health,programs_initiatives,Governed data foundation for AI / LLM automation: utilization management,Governed data foundation for AI / LLM automation: utilization management,1,high,Governed data foundation for AI / LLM automation: utilization management
profile:programs_initiatives:Call_center_optimization:_transcripts,meridian-health,programs_initiatives,Call center optimization: transcripts,Call center optimization: transcripts,1,high,Call center optimization: transcripts
profile:programs_initiatives:Call_center_optimization:_CRM_cases,meridian-health,programs_initiatives,Call center optimization: CRM cases,Call center optimization: CRM cases,1,medium,Call center optimization: CRM cases
profile:programs_initiatives:Call_center_optimization:_claims_status,meridian-health,programs_initiatives,Call center optimization: claims status,Call center optimization: claims status,1,high,Call center optimization: claims status
profile:programs_initiatives:Provider_quality_and_performance:_HEDIS,meridian-health,programs_initiatives,Provider quality and performance: HEDIS,Provider quality and performance: HEDIS,1,high,Provider quality and performance: HEDIS
profile:programs_initiatives:Provider_quality_and_performance:_STAR,meridian-health,programs_initiatives,Provider quality and performance: STAR,Provider quality and performance: STAR,1,high,Provider quality and performance: STAR
profile:programs_initiatives:Provider_quality_and_performance:_provider_attribution,meridian-health,programs_initiatives,Provider quality and performance: provider attribution,Provider quality and performance: provider attribution,1,medium,Provider quality and performance: provider attribution
profile:programs_initiatives:End-to-end_cost_transparency:_claims,meridian-health,programs_initiatives,End-to-end cost transparency: claims,End-to-end cost transparency: claims,1,high,End-to-end cost transparency: claims
profile:programs_initiatives:End-to-end_cost_transparency:_capitation,meridian-health,programs_initiatives,End-to-end cost transparency: capitation,End-to-end cost transparency: capitation,1,high,End-to-end cost transparency: capitation
profile:programs_initiatives:End-to-end_cost_transparency:_provider_contracts,meridian-health,programs_initiatives,End-to-end cost transparency: provider contracts,End-to-end cost transparency: provider contracts,1,high,End-to-end cost transparency: provider contracts
profile:programs_initiatives:Payment_integrity_and_leakage_reduction:_claims_anomalies,meridian-health,programs_initiatives,Payment integrity and leakage reduction: claims anomalies,Payment integrity and leakage reduction: claims anomalies,1,medium,Payment integrity and leakage reduction: claims anomalies
profile:programs_initiatives:Payment_integrity_and_leakage_reduction:_fraud_waste_abuse,meridian-health,programs_initiatives,Payment integrity and leakage reduction: fraud waste abuse,Payment integrity and leakage reduction: fraud waste abuse,1,high,Payment integrity and leakage reduction: fraud waste abuse
profile:programs_initiatives:Payment_integrity_and_leakage_reduction:_billing_patterns,meridian-health,programs_initiatives,Payment integrity and leakage reduction: billing patterns,Payment integrity and leakage reduction: billing patterns,1,high,Payment integrity and leakage reduction: billing patterns
profile:programs_initiatives:Automated_close_and_reporting:_GL,meridian-health,programs_initiatives,Automated close and reporting: GL,Automated close and reporting: GL,1,high,Automated close and reporting: GL
profile:programs_initiatives:Automated_close_and_reporting:_close_process,meridian-health,programs_initiatives,Automated close and reporting: close process,Automated close and reporting: close process,1,medium,Automated close and reporting: close process
profile:programs_initiatives:Automated_close_and_reporting:_financial_reporting,meridian-health,programs_initiatives,Automated close and reporting: financial reporting,Automated close and reporting: financial reporting,1,high,Automated close and reporting: financial reporting
profile:programs_initiatives:CEO_/_Enterprise_Strategy:_Unified_clinical_+_claims_lakehouse,meridian-health,programs_initiatives,CEO / Enterprise Strategy: Unified clinical + claims lakehouse,CEO / Enterprise Strategy: Unified clinical + claims lakehouse,2,medium,CEO / Enterprise Strategy: Unified clinical + claims lakehouse; CEO / Enterprise Strategy: Unified clinical + claims lakehouse
profile:programs_initiatives:CEO_/_Enterprise_Strategy:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,programs_initiatives,CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation,CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation,2,medium,CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation; CEO / Enterprise Strategy: Governed data foundation for AI / LLM automation
profile:programs_initiatives:CEO_/_Enterprise_Strategy:_Call_center_optimization,meridian-health,programs_initiatives,CEO / Enterprise Strategy: Call center optimization,CEO / Enterprise Strategy: Call center optimization,2,high,CEO / Enterprise Strategy: Call center optimization; CEO / Enterprise Strategy: Call center optimization
profile:programs_initiatives:CEO_/_Enterprise_Strategy:_Provider_quality_and_performance,meridian-health,programs_initiatives,CEO / Enterprise Strategy: Provider quality and performance,CEO / Enterprise Strategy: Provider quality and performance,2,high,CEO / Enterprise Strategy: Provider quality and performance; CEO / Enterprise Strategy: Provider quality and performance
profile:programs_initiatives:CEO_/_Enterprise_Strategy:_End-to-end_cost_transparency,meridian-health,programs_initiatives,CEO / Enterprise Strategy: End-to-end cost transparency,CEO / Enterprise Strategy: End-to-end cost transparency,2,medium,CEO / Enterprise Strategy: End-to-end cost transparency; CEO / Enterprise Strategy: End-to-end cost transparency
profile:programs_initiatives:CEO_/_Enterprise_Strategy:_Payment_integrity_and_leakage_reduction,meridian-health,programs_initiatives,CEO / Enterprise Strategy: Payment integrity and leakage reduction,CEO / Enterprise Strategy: Payment integrity and leakage reduction,1,high,CEO / Enterprise Strategy: Payment integrity and leakage reduction
