tenant_key,gap_key,dimension_key,record_key,gap_type,gap_description,blocked_decision,evidence_needed,confidence,active_candidate_status
skyharbor-air,SHA-GAP-00001,00_enterprise_profile,SHA-00-00001,missing_owner,safety criticality requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-00001; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00562,02_org_ownership,SHA-02-00238,missing_baseline,cyber risk requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-01438; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00563,02_org_ownership,SHA-02-00239,missing_lineage,identity and access requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-01439; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00564,02_org_ownership,SHA-02-00240,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-01440; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00565,02_org_ownership,SHA-02-00241,missing_control_attestation,model explainability requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-01441; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00566,02_org_ownership,SHA-02-00242,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-01442; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00567,02_org_ownership,SHA-02-00243,missing_baseline,incident response requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-01443; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00568,02_org_ownership,SHA-02-00244,missing_lineage,airport-local operating variation requires evidence validation before active use.,Contact center agent assist,SHA-EVID-01444; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00569,02_org_ownership,SHA-02-00245,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-01445; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00570,02_org_ownership,SHA-02-00246,missing_control_attestation,cloud resilience requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-01446; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00571,02_org_ownership,SHA-02-00247,missing_owner,safety criticality requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-01447; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00572,02_org_ownership,SHA-02-00248,missing_baseline,operational resilience requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-01448; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00573,02_org_ownership,SHA-02-00249,missing_lineage,crew and legal constraints requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-01449; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00574,02_org_ownership,SHA-02-00250,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-01450; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00575,02_org_ownership,SHA-02-00251,missing_control_attestation,data privacy requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-01451; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00576,02_org_ownership,SHA-02-00252,missing_owner,PCI requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-01452; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00577,02_org_ownership,SHA-02-00253,missing_baseline,cyber risk requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-01453; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00578,02_org_ownership,SHA-02-00254,missing_lineage,identity and access requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-01454; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00579,02_org_ownership,SHA-02-00255,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-01455; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00580,02_org_ownership,SHA-02-00256,missing_control_attestation,model explainability requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-01456; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00581,02_org_ownership,SHA-02-00257,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-01457; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00582,02_org_ownership,SHA-02-00258,missing_baseline,incident response requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-01458; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00583,02_org_ownership,SHA-02-00259,missing_lineage,airport-local operating variation requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-01459; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00584,02_org_ownership,SHA-02-00260,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-01460; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00585,03_workforce_roles,SHA-03-00001,missing_control_attestation,cloud resilience requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-01801; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00586,03_workforce_roles,SHA-03-00002,missing_owner,safety criticality requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-01802; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00587,03_workforce_roles,SHA-03-00003,missing_baseline,operational resilience requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-01803; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00588,03_workforce_roles,SHA-03-00004,missing_lineage,crew and legal constraints requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-01804; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00589,03_workforce_roles,SHA-03-00005,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-01805; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00590,03_workforce_roles,SHA-03-00006,missing_control_attestation,data privacy requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-01806; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00591,03_workforce_roles,SHA-03-00007,missing_owner,PCI requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-01807; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00592,03_workforce_roles,SHA-03-00008,missing_baseline,cyber risk requires evidence validation before active use.,Contact center agent assist,SHA-EVID-01808; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00593,03_workforce_roles,SHA-03-00009,missing_lineage,identity and access requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-01809; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00594,03_workforce_roles,SHA-03-00010,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-01810; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00595,03_workforce_roles,SHA-03-00011,missing_control_attestation,model explainability requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-01811; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00596,03_workforce_roles,SHA-03-00012,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-01812; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00597,03_workforce_roles,SHA-03-00013,missing_baseline,incident response requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-01813; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00598,03_workforce_roles,SHA-03-00014,missing_lineage,airport-local operating variation requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-01814; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00599,03_workforce_roles,SHA-03-00015,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-01815; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00600,03_workforce_roles,SHA-03-00016,missing_control_attestation,cloud resilience requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-01816; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00601,03_workforce_roles,SHA-03-00017,missing_owner,safety criticality requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-01817; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00602,03_workforce_roles,SHA-03-00018,missing_baseline,operational resilience requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-01818; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00603,03_workforce_roles,SHA-03-00019,missing_lineage,crew and legal constraints requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-01819; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00604,03_workforce_roles,SHA-03-00020,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-01820; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00605,03_workforce_roles,SHA-03-00021,missing_control_attestation,data privacy requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-01821; source file; owner; baseline; control status,medium,candidate
