sql_asset_id,asset_type,business_function,version_family,hosting_model,upstream_source,lifecycle_status,evidence_gap
SQL-HCDN-00569,departmental mart,Quality and Stars,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-00570,SSIS package group,Revenue Cycle,SQL Server 2012,on-prem data center,Epic Clarity,active,source-backed candidate
SQL-HCDN-00571,SSAS cube/model,Population Health,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-00572,SSRS report server,Claims Operations,SQL Server 2016,private cloud,claims warehouse,duplicate,lineage incomplete
SQL-HCDN-00573,SQL Agent schedule group,Clinical Analytics,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-00574,SQL Server instance,Departmental Reporting,SQL Server 2022,departmental server,Oracle feed,owner conflict,source-backed candidate
SQL-HCDN-00575,SQL database,Actuarial,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-00576,departmental mart,Finance,SQL Server 2014,on-prem data center,Epic Clarity,stale,measure definition conflict
SQL-HCDN-00577,SSIS package group,Quality and Stars,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-00578,SSAS cube/model,Revenue Cycle,SQL Server 2019,private cloud,claims warehouse,retire candidate,source-backed candidate
SQL-HCDN-00579,SSRS report server,Population Health,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-00580,SQL Agent schedule group,Claims Operations,SQL Server 2012,departmental server,Oracle feed,active,source-backed candidate
SQL-HCDN-00581,SQL Server instance,Clinical Analytics,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-00582,SQL database,Departmental Reporting,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-00583,departmental mart,Actuarial,SQL Server 2019,departmental server,legacy EDW,retire candidate,lineage incomplete
SQL-HCDN-00584,SSIS package group,Finance,SQL Server 2022,private cloud,claims warehouse,owner conflict,measure definition conflict
SQL-HCDN-00585,SSAS cube/model,Quality and Stars,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-00586,SSRS report server,Revenue Cycle,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
SQL-HCDN-00587,SQL Agent schedule group,Population Health,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-00588,SQL Server instance,Claims Operations,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-00589,SQL database,Clinical Analytics,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-00590,departmental mart,Departmental Reporting,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-00591,SSIS package group,Actuarial,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-00592,SSAS cube/model,Finance,SQL Server 2016,departmental server,Oracle feed,duplicate,measure definition conflict
SQL-HCDN-00593,SSRS report server,Quality and Stars,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-00594,SQL Agent schedule group,Revenue Cycle,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,lineage incomplete
SQL-HCDN-00595,SQL Server instance,Population Health,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-00596,SQL database,Claims Operations,SQL Server 2014,private cloud,claims warehouse,stale,source-backed candidate
SQL-HCDN-00597,departmental mart,Clinical Analytics,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-00598,SSIS package group,Departmental Reporting,SQL Server 2019,departmental server,Oracle feed,retire candidate,source-backed candidate
SQL-HCDN-00599,SSAS cube/model,Actuarial,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-00600,SSRS report server,Finance,SQL Server 2012,on-prem data center,Epic Clarity,active,measure definition conflict
SQL-HCDN-00601,SQL Agent schedule group,Quality and Stars,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-00602,SQL Server instance,Revenue Cycle,SQL Server 2016,private cloud,claims warehouse,duplicate,source-backed candidate
SQL-HCDN-00603,SQL database,Population Health,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-00604,departmental mart,Claims Operations,SQL Server 2022,departmental server,Oracle feed,owner conflict,source-backed candidate
SQL-HCDN-00605,SSIS package group,Clinical Analytics,SQL Server 2012,private cloud,flat-file/SFTP,active,lineage incomplete
SQL-HCDN-00606,SSAS cube/model,Departmental Reporting,SQL Server 2014,on-prem data center,Epic Clarity,stale,source-backed candidate
SQL-HCDN-00607,SSRS report server,Actuarial,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-00608,SQL Agent schedule group,Finance,SQL Server 2019,private cloud,claims warehouse,retire candidate,measure definition conflict
SQL-HCDN-00609,SQL Server instance,Quality and Stars,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-00610,SQL database,Revenue Cycle,SQL Server 2012,departmental server,Oracle feed,active,source-backed candidate
SQL-HCDN-00611,departmental mart,Population Health,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-00612,SSIS package group,Claims Operations,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-00613,SSAS cube/model,Clinical Analytics,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-00614,SSRS report server,Departmental Reporting,SQL Server 2022,private cloud,claims warehouse,owner conflict,source-backed candidate
SQL-HCDN-00615,SQL Agent schedule group,Actuarial,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-00616,SQL Server instance,Finance,SQL Server 2014,departmental server,Oracle feed,stale,measure definition conflict
SQL-HCDN-00617,SQL database,Quality and Stars,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-00618,departmental mart,Revenue Cycle,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-00619,SSIS package group,Population Health,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
SQL-HCDN-00620,SSAS cube/model,Claims Operations,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-00621,SSRS report server,Clinical Analytics,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-00622,SQL Agent schedule group,Departmental Reporting,SQL Server 2016,departmental server,Oracle feed,duplicate,source-backed candidate
SQL-HCDN-00623,SQL Server instance,Actuarial,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-00624,SQL database,Finance,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,measure definition conflict
SQL-HCDN-00625,departmental mart,Quality and Stars,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-00626,SSIS package group,Revenue Cycle,SQL Server 2014,private cloud,claims warehouse,stale,source-backed candidate
SQL-HCDN-00627,SSAS cube/model,Population Health,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,lineage incomplete
SQL-HCDN-00628,SSRS report server,Claims Operations,SQL Server 2019,departmental server,Oracle feed,retire candidate,source-backed candidate
SQL-HCDN-00629,SQL Agent schedule group,Clinical Analytics,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-00630,SQL Server instance,Departmental Reporting,SQL Server 2012,on-prem data center,Epic Clarity,active,source-backed candidate
SQL-HCDN-00631,SQL database,Actuarial,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-00632,departmental mart,Finance,SQL Server 2016,private cloud,claims warehouse,duplicate,measure definition conflict
SQL-HCDN-00633,SSIS package group,Quality and Stars,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-00634,SSAS cube/model,Revenue Cycle,SQL Server 2022,departmental server,Oracle feed,owner conflict,source-backed candidate
SQL-HCDN-00635,SSRS report server,Population Health,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-00636,SQL Agent schedule group,Claims Operations,SQL Server 2014,on-prem data center,Epic Clarity,stale,source-backed candidate
SQL-HCDN-00637,SQL Server instance,Clinical Analytics,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-00638,SQL database,Departmental Reporting,SQL Server 2019,private cloud,claims warehouse,retire candidate,lineage incomplete
SQL-HCDN-00639,departmental mart,Actuarial,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-00640,SSIS package group,Finance,SQL Server 2012,departmental server,Oracle feed,active,measure definition conflict
SQL-HCDN-00641,SSAS cube/model,Quality and Stars,SQL Server 2014,private cloud,flat-file/SFTP,stale,source-backed candidate
SQL-HCDN-00642,SSRS report server,Revenue Cycle,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,source-backed candidate
SQL-HCDN-00643,SQL Agent schedule group,Population Health,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-00644,SQL Server instance,Claims Operations,SQL Server 2022,private cloud,claims warehouse,owner conflict,source-backed candidate
SQL-HCDN-00645,SQL database,Clinical Analytics,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-00646,departmental mart,Departmental Reporting,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
SQL-HCDN-00647,SSIS package group,Actuarial,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-00648,SSAS cube/model,Finance,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,measure definition conflict
SQL-HCDN-00649,SSRS report server,Quality and Stars,SQL Server 2022,departmental server,legacy EDW,owner conflict,lineage incomplete
SQL-HCDN-00650,SQL Agent schedule group,Revenue Cycle,SQL Server 2012,private cloud,claims warehouse,active,source-backed candidate
SQL-HCDN-00651,SQL Server instance,Population Health,SQL Server 2014,on-prem data center,manual spreadsheet upload,stale,source-backed candidate
SQL-HCDN-00652,SQL database,Claims Operations,SQL Server 2016,departmental server,Oracle feed,duplicate,source-backed candidate
SQL-HCDN-00653,departmental mart,Clinical Analytics,SQL Server 2019,private cloud,flat-file/SFTP,retire candidate,source-backed candidate
SQL-HCDN-00654,SSIS package group,Departmental Reporting,SQL Server 2022,on-prem data center,Epic Clarity,owner conflict,source-backed candidate
SQL-HCDN-00655,SSAS cube/model,Actuarial,SQL Server 2012,departmental server,legacy EDW,active,source-backed candidate
SQL-HCDN-00656,SSRS report server,Finance,SQL Server 2014,private cloud,claims warehouse,stale,measure definition conflict
SQL-HCDN-00657,SQL Agent schedule group,Quality and Stars,SQL Server 2016,on-prem data center,manual spreadsheet upload,duplicate,source-backed candidate
SQL-HCDN-00658,SQL Server instance,Revenue Cycle,SQL Server 2019,departmental server,Oracle feed,retire candidate,source-backed candidate
SQL-HCDN-00659,SQL database,Population Health,SQL Server 2022,private cloud,flat-file/SFTP,owner conflict,source-backed candidate
SQL-HCDN-00660,departmental mart,Claims Operations,SQL Server 2012,on-prem data center,Epic Clarity,active,lineage incomplete
SQL-HCDN-00661,SSIS package group,Clinical Analytics,SQL Server 2014,departmental server,legacy EDW,stale,source-backed candidate
SQL-HCDN-00662,SSAS cube/model,Departmental Reporting,SQL Server 2016,private cloud,claims warehouse,duplicate,source-backed candidate
SQL-HCDN-00663,SSRS report server,Actuarial,SQL Server 2019,on-prem data center,manual spreadsheet upload,retire candidate,source-backed candidate
SQL-HCDN-00664,SQL Agent schedule group,Finance,SQL Server 2022,departmental server,Oracle feed,owner conflict,measure definition conflict
SQL-HCDN-00665,SQL Server instance,Quality and Stars,SQL Server 2012,private cloud,flat-file/SFTP,active,source-backed candidate
SQL-HCDN-00666,SQL database,Revenue Cycle,SQL Server 2014,on-prem data center,Epic Clarity,stale,source-backed candidate
SQL-HCDN-00667,departmental mart,Population Health,SQL Server 2016,departmental server,legacy EDW,duplicate,source-backed candidate
SQL-HCDN-00668,SSIS package group,Claims Operations,SQL Server 2019,private cloud,claims warehouse,retire candidate,source-backed candidate
SQL-HCDN-00669,SSAS cube/model,Clinical Analytics,SQL Server 2022,on-prem data center,manual spreadsheet upload,owner conflict,source-backed candidate
SQL-HCDN-00670,SSRS report server,Departmental Reporting,SQL Server 2012,departmental server,Oracle feed,active,source-backed candidate
SQL-HCDN-00671,SQL Agent schedule group,Actuarial,SQL Server 2014,private cloud,flat-file/SFTP,stale,lineage incomplete
SQL-HCDN-00672,SQL Server instance,Finance,SQL Server 2016,on-prem data center,Epic Clarity,duplicate,measure definition conflict
SQL-HCDN-00673,SQL database,Quality and Stars,SQL Server 2019,departmental server,legacy EDW,retire candidate,source-backed candidate
SQL-HCDN-00674,departmental mart,Revenue Cycle,SQL Server 2022,private cloud,claims warehouse,owner conflict,source-backed candidate
SQL-HCDN-00675,SSIS package group,Population Health,SQL Server 2012,on-prem data center,manual spreadsheet upload,active,source-backed candidate
SQL-HCDN-00676,SSAS cube/model,Claims Operations,SQL Server 2014,departmental server,Oracle feed,stale,source-backed candidate
SQL-HCDN-00677,SSRS report server,Clinical Analytics,SQL Server 2016,private cloud,flat-file/SFTP,duplicate,source-backed candidate
SQL-HCDN-00678,SQL Agent schedule group,Departmental Reporting,SQL Server 2019,on-prem data center,Epic Clarity,retire candidate,source-backed candidate
SQL-HCDN-00679,SQL Server instance,Actuarial,SQL Server 2022,departmental server,legacy EDW,owner conflict,source-backed candidate
