contract_id,vendor_id,vendor_public_reference,contract_type,service_tower,business_function,scope,effective_date,expiration_date,term_status,pricing_model,value_disclosure_mode,termination_rights,minimum_commitment,rate_card_id,service_credit_terms,inflation_provision,change_control_terms,subcontracting_terms,data_residency,transition_assistance,sla_history_source,invoice_source,change_order_source,lot_id,proposal_id,bafo_revision_id,evaluation_criteria_id,risk_note
CONT-HCDN-0350,VEND-HCDN-051,Synthetic Healthcare Supplier 051,PBM services SOW,ERP and Corporate Platforms,Imaging,Medicare Advantage quality services,2022-09-01,2028-12-31,active multi-year,fixed fee,exact,standard termination rights,minimum annual commitment applies,RATE-HCDN-071,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance to confirm,SRC-HCDN-SLA-027,SRC-HCDN-INV-015,SRC-HCDN-CO-039,LOT-HCDN-09,,,EVAL-HCDN-015,supplier concentration
CONT-HCDN-0351,VEND-HCDN-058,Synthetic Healthcare Supplier 058,BPO services SOW,Clinical and Epic AMS,Lab,risk adjustment analytics,2023-01-01,2026-12-31,extension option,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-072,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-028,SRC-HCDN-INV-016,SRC-HCDN-CO-040,LOT-HCDN-01,PROP-HCDN-01,,EVAL-HCDN-016,standard commercial review
CONT-HCDN-0352,VEND-HCDN-065,Synthetic Healthcare Supplier 065,cloud commit,Payer Platform Operations,Pharmacy,prior authorization operations,2020-02-01,2027-12-31,transition assistance required,unit rate,indexed,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-073,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-029,SRC-HCDN-INV-017,SRC-HCDN-CO-041,LOT-HCDN-02,,,EVAL-HCDN-017,high exit-term sensitivity
CONT-HCDN-0353,VEND-HCDN-072,Synthetic Healthcare Supplier 072,data platform subscription,Data Analytics and AI,Oncology,revenue-cycle outsourcing,2021-03-01,2028-12-31,exit rights need review,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-074,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-030,SRC-HCDN-INV-018,SRC-HCDN-CO-042,LOT-HCDN-03,,,EVAL-HCDN-018,standard commercial review
CONT-HCDN-0354,VEND-HCDN-079,Synthetic Healthcare Supplier 079,software subscription,Revenue Cycle Technology,Cardiology,cloud/data platform operations,2022-04-01,2026-12-31,renewal within 12 months,per claim,withheld,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-075,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-031,SRC-HCDN-INV-019,SRC-HCDN-CO-043,LOT-HCDN-04,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-019,standard commercial review
CONT-HCDN-0355,VEND-HCDN-086,Synthetic Healthcare Supplier 086,professional services SOW,Cloud Infrastructure and Data Center,Data and Analytics,SQL Server/EDW managed services,2023-05-01,2027-12-31,renewal within 24 months,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-076,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-032,SRC-HCDN-INV-020,SRC-HCDN-CO-044,LOT-HCDN-05,,,EVAL-HCDN-020,standard commercial review
CONT-HCDN-0356,VEND-HCDN-093,Synthetic Healthcare Supplier 093,maintenance agreement,Workplace and Contact Center,Clinical Analytics,contact center operations,2020-06-01,2028-12-31,active multi-year,consumption,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-077,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-033,SRC-HCDN-INV-021,SRC-HCDN-CO-045,LOT-HCDN-06,,,EVAL-HCDN-021,standard commercial review
CONT-HCDN-0357,VEND-HCDN-100,Synthetic Healthcare Supplier 100,telecom services,Security Identity and Compliance,Actuarial,payment integrity,2021-07-01,2026-12-31,extension option,hybrid fixed plus variable,indexed,standard termination rights,minimum annual commitment applies,RATE-HCDN-078,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-034,SRC-HCDN-INV-022,SRC-HCDN-CO-046,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-022,standard commercial review
CONT-HCDN-0358,VEND-HCDN-107,Synthetic Healthcare Supplier 107,cybersecurity services,Integration and Interoperability,Departmental Reporting,identity/security operations,2022-08-01,2027-12-31,transition assistance required,committed spend,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-079,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-035,SRC-HCDN-INV-023,SRC-HCDN-CO-047,LOT-HCDN-08,,,EVAL-HCDN-023,standard commercial review
CONT-HCDN-0359,VEND-HCDN-114,Synthetic Healthcare Supplier 114,AI/document automation SOW,ERP and Corporate Platforms,AI Transformation,interoperability services,2023-09-01,2028-12-31,exit rights need review,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-080,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-036,SRC-HCDN-INV-024,SRC-HCDN-CO-048,LOT-HCDN-09,,,EVAL-HCDN-024,standard commercial review
CONT-HCDN-0360,VEND-HCDN-121,Synthetic Healthcare Supplier 121,MSA,Clinical and Epic AMS,Technology,Epic support and optimization,2020-01-01,2026-12-31,renewal within 12 months,fixed fee,exact,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-081,service credits capped and under-defined,CPI escalator above threshold,standard change-control language,subcontractor approval required,PHI/data residency review required,transition assistance explicit,SRC-HCDN-SLA-001,SRC-HCDN-INV-025,SRC-HCDN-CO-049,LOT-HCDN-01,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-001,high exit-term sensitivity
CONT-HCDN-0361,VEND-HCDN-128,Synthetic Healthcare Supplier 128,SOW,Payer Platform Operations,Security,claims operations,2021-02-01,2027-12-31,renewal within 24 months,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-082,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-002,SRC-HCDN-INV-026,SRC-HCDN-CO-050,LOT-HCDN-02,,,EVAL-HCDN-002,standard commercial review
CONT-HCDN-0362,VEND-HCDN-135,Synthetic Healthcare Supplier 135,rate card,Data Analytics and AI,Procurement,Medicare Advantage quality services,2022-03-01,2028-12-31,active multi-year,unit rate,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-083,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-003,SRC-HCDN-INV-027,SRC-HCDN-CO-051,LOT-HCDN-03,,,EVAL-HCDN-003,standard commercial review
CONT-HCDN-0363,VEND-HCDN-142,Synthetic Healthcare Supplier 142,Epic support agreement,Revenue Cycle Technology,HR,risk adjustment analytics,2023-04-01,2026-12-31,extension option,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-084,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-004,SRC-HCDN-INV-028,SRC-HCDN-CO-052,LOT-HCDN-04,PROP-HCDN-01,,EVAL-HCDN-004,standard commercial review
CONT-HCDN-0364,VEND-HCDN-149,Synthetic Healthcare Supplier 149,claims admin agreement,Cloud Infrastructure and Data Center,Supply Chain,prior authorization operations,2020-05-01,2027-12-31,transition assistance required,per claim,withheld,standard termination rights,minimum annual commitment applies,RATE-HCDN-085,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-005,SRC-HCDN-INV-029,SRC-HCDN-CO-001,LOT-HCDN-05,,,EVAL-HCDN-005,standard commercial review
CONT-HCDN-0365,VEND-HCDN-156,Synthetic Healthcare Supplier 156,PBM services SOW,Workplace and Contact Center,Privacy,revenue-cycle outsourcing,2021-06-01,2028-12-31,exit rights need review,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-086,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-006,SRC-HCDN-INV-030,SRC-HCDN-CO-002,LOT-HCDN-06,,,EVAL-HCDN-006,standard commercial review
CONT-HCDN-0366,VEND-HCDN-163,Synthetic Healthcare Supplier 163,BPO services SOW,Security Identity and Compliance,Compliance,cloud/data platform operations,2022-07-01,2026-12-31,renewal within 12 months,consumption,range,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-087,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-007,SRC-HCDN-INV-031,SRC-HCDN-CO-003,LOT-HCDN-07,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-007,standard commercial review
CONT-HCDN-0367,VEND-HCDN-170,Synthetic Healthcare Supplier 170,cloud commit,Integration and Interoperability,Provider Network,SQL Server/EDW managed services,2023-08-01,2027-12-31,renewal within 24 months,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-088,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-008,SRC-HCDN-INV-032,SRC-HCDN-CO-004,LOT-HCDN-08,,,EVAL-HCDN-008,standard commercial review
CONT-HCDN-0368,VEND-HCDN-177,Synthetic Healthcare Supplier 177,data platform subscription,ERP and Corporate Platforms,Value-Based Care,contact center operations,2020-09-01,2028-12-31,active multi-year,committed spend,trend-only,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-089,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-009,SRC-HCDN-INV-033,SRC-HCDN-CO-005,LOT-HCDN-09,,,EVAL-HCDN-009,high exit-term sensitivity
CONT-HCDN-0369,VEND-HCDN-184,Synthetic Healthcare Supplier 184,software subscription,Clinical and Epic AMS,Clinical Operations,payment integrity,2021-01-01,2026-12-31,extension option,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-090,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-010,SRC-HCDN-INV-034,SRC-HCDN-CO-006,LOT-HCDN-01,PROP-HCDN-01,,EVAL-HCDN-010,standard commercial review
CONT-HCDN-0370,VEND-HCDN-191,Synthetic Healthcare Supplier 191,professional services SOW,Payer Platform Operations,Revenue Cycle,identity/security operations,2022-02-01,2027-12-31,transition assistance required,fixed fee,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-091,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance to confirm,SRC-HCDN-SLA-011,SRC-HCDN-INV-035,SRC-HCDN-CO-007,LOT-HCDN-02,,,EVAL-HCDN-011,supplier concentration
CONT-HCDN-0371,VEND-HCDN-198,Synthetic Healthcare Supplier 198,maintenance agreement,Data Analytics and AI,Patient Access,interoperability services,2023-03-01,2028-12-31,exit rights need review,T&M,range,standard termination rights,minimum annual commitment applies,RATE-HCDN-092,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-012,SRC-HCDN-INV-036,SRC-HCDN-CO-008,LOT-HCDN-03,,,EVAL-HCDN-012,standard commercial review
CONT-HCDN-0372,VEND-HCDN-205,Synthetic Healthcare Supplier 205,telecom services,Revenue Cycle Technology,Interoperability,Epic support and optimization,2020-04-01,2026-12-31,renewal within 12 months,unit rate,indexed,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-093,standard service credits,fixed or negotiated escalator,standard change-control language,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-013,SRC-HCDN-INV-037,SRC-HCDN-CO-009,LOT-HCDN-04,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-013,standard commercial review
CONT-HCDN-0373,VEND-HCDN-212,Synthetic Healthcare Supplier 212,cybersecurity services,Cloud Infrastructure and Data Center,Population Health,claims operations,2021-05-01,2027-12-31,renewal within 24 months,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-094,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-014,SRC-HCDN-INV-038,SRC-HCDN-CO-010,LOT-HCDN-05,,,EVAL-HCDN-014,standard commercial review
CONT-HCDN-0374,VEND-HCDN-219,Synthetic Healthcare Supplier 219,AI/document automation SOW,Workplace and Contact Center,Health Plan Operations,Medicare Advantage quality services,2022-06-01,2028-12-31,active multi-year,per claim,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-095,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-015,SRC-HCDN-INV-039,SRC-HCDN-CO-011,LOT-HCDN-06,,,EVAL-HCDN-015,standard commercial review
CONT-HCDN-0375,VEND-HCDN-226,Synthetic Healthcare Supplier 226,MSA,Security Identity and Compliance,Medicare Advantage,risk adjustment analytics,2023-07-01,2026-12-31,extension option,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-096,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-016,SRC-HCDN-INV-040,SRC-HCDN-CO-012,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-016,standard commercial review
