infra_id,site_or_zone,component_type,hosting_model,technology_stack,business_function,service_tower,sensitivity,capacity_status,resilience_status
INFRA-HCDN-00964,private cloud east,container platform,private cloud,API/interoperability gateway,Surgery,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00965,private cloud central,integration runtime,private cloud,HL7/FHIR engine,Imaging,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00966,Azure data foundation landing zone,edge appliance,Azure,claims-administration platform,Lab,Revenue Cycle Technology,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00967,Azure AI/use-case landing zone,security sensor,Azure,care-management platform,Pharmacy,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00968,AWS transformation sandbox,observability collector,AWS,security/IAM stack,Oncology,Workplace and Contact Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00969,AWS future-agentic landing zone,desktop/endpoint group,AWS,Epic ecosystem,Cardiology,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00970,Epic hosting zone,cloud resource group,hybrid,SQL Server/SSIS/SSAS/SSRS,Data and Analytics,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00971,clinic edge footprint,backup/DR tier,hybrid,legacy EDW,Clinical Analytics,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00972,contact center footprint,compute cluster,hybrid,Oracle database,Actuarial,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00973,Oracle/UNIX estate,database platform,hybrid,flat-file/SFTP,Departmental Reporting,Payer Platform Operations,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00974,SQL Server estate zone,network zone,hybrid,Access/Excel shadow reporting,AI Transformation,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00975,primary clinical data center,storage tier,owned data center,Tableau Server,Technology,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00976,secondary resilience data center,container platform,owned data center,Power BI Report Server,Security,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00977,private cloud east,integration runtime,private cloud,Databricks lakehouse,Procurement,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00978,private cloud central,edge appliance,private cloud,Azure data services,HR,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00979,Azure data foundation landing zone,security sensor,Azure,AWS data and AI candidate,Supply Chain,Integration and Interoperability,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00980,Azure AI/use-case landing zone,observability collector,Azure,Java/.NET custom,Privacy,ERP and Corporate Platforms,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00981,AWS transformation sandbox,desktop/endpoint group,AWS,API/interoperability gateway,Compliance,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00982,AWS future-agentic landing zone,cloud resource group,AWS,HL7/FHIR engine,Provider Network,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00983,Epic hosting zone,backup/DR tier,hybrid,claims-administration platform,Value-Based Care,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00984,clinic edge footprint,compute cluster,hybrid,care-management platform,Clinical Operations,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00985,contact center footprint,database platform,hybrid,security/IAM stack,Revenue Cycle,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00986,Oracle/UNIX estate,network zone,hybrid,Epic ecosystem,Patient Access,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00987,SQL Server estate zone,storage tier,hybrid,SQL Server/SSIS/SSAS/SSRS,Interoperability,Security Identity and Compliance,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00988,primary clinical data center,container platform,owned data center,legacy EDW,Population Health,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00989,secondary resilience data center,integration runtime,owned data center,Oracle database,Health Plan Operations,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00990,private cloud east,edge appliance,private cloud,flat-file/SFTP,Medicare Advantage,Clinical and Epic AMS,PHI/restricted,normal capacity,resilience evidence required
INFRA-HCDN-00991,private cloud central,security sensor,private cloud,Access/Excel shadow reporting,Claims Operations,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00992,Azure data foundation landing zone,observability collector,Azure,Tableau Server,Utilization Management,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00993,Azure AI/use-case landing zone,desktop/endpoint group,Azure,Power BI Report Server,Member Services,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00994,AWS transformation sandbox,cloud resource group,AWS,Databricks lakehouse,Quality and Stars,Cloud Infrastructure and Data Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00995,AWS future-agentic landing zone,backup/DR tier,AWS,Azure data services,Risk Adjustment,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00996,Epic hosting zone,compute cluster,hybrid,AWS data and AI candidate,Care Management,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00997,clinic edge footprint,database platform,hybrid,Java/.NET custom,Finance,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00998,contact center footprint,network zone,hybrid,API/interoperability gateway,Coding,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00999,Oracle/UNIX estate,storage tier,hybrid,HL7/FHIR engine,Payer Contracting,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-01000,SQL Server estate zone,container platform,hybrid,claims-administration platform,Digital Front Door,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01001,primary clinical data center,integration runtime,owned data center,care-management platform,Contact Center,Data Analytics and AI,PHI/restricted,capacity constrained,resilience mapped
INFRA-HCDN-01002,secondary resilience data center,edge appliance,owned data center,security/IAM stack,Ambulatory Care,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01003,private cloud east,security sensor,private cloud,Epic ecosystem,Emergency Department,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01004,private cloud central,observability collector,private cloud,SQL Server/SSIS/SSAS/SSRS,Inpatient,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01005,Azure data foundation landing zone,desktop/endpoint group,Azure,legacy EDW,Surgery,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01006,Azure AI/use-case landing zone,cloud resource group,Azure,Oracle database,Imaging,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01007,AWS transformation sandbox,backup/DR tier,AWS,flat-file/SFTP,Lab,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01008,AWS future-agentic landing zone,compute cluster,AWS,Access/Excel shadow reporting,Pharmacy,Clinical and Epic AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-HCDN-01009,Epic hosting zone,database platform,hybrid,Tableau Server,Oncology,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01010,clinic edge footprint,network zone,hybrid,Power BI Report Server,Cardiology,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01011,contact center footprint,storage tier,hybrid,Databricks lakehouse,Data and Analytics,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01012,Oracle/UNIX estate,container platform,hybrid,Azure data services,Clinical Analytics,Cloud Infrastructure and Data Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-01013,SQL Server estate zone,integration runtime,hybrid,AWS data and AI candidate,Actuarial,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01014,primary clinical data center,edge appliance,owned data center,Java/.NET custom,Departmental Reporting,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01015,secondary resilience data center,security sensor,owned data center,API/interoperability gateway,AI Transformation,Integration and Interoperability,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-01016,private cloud east,observability collector,private cloud,HL7/FHIR engine,Technology,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01017,private cloud central,desktop/endpoint group,private cloud,claims-administration platform,Security,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-01018,Azure data foundation landing zone,cloud resource group,Azure,care-management platform,Procurement,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01019,Azure AI/use-case landing zone,backup/DR tier,Azure,security/IAM stack,HR,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01020,AWS transformation sandbox,compute cluster,AWS,Epic ecosystem,Supply Chain,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01021,AWS future-agentic landing zone,database platform,AWS,SQL Server/SSIS/SSAS/SSRS,Privacy,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01022,Epic hosting zone,network zone,hybrid,legacy EDW,Compliance,Workplace and Contact Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-01023,clinic edge footprint,storage tier,hybrid,Oracle database,Provider Network,Security Identity and Compliance,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-01024,contact center footprint,container platform,hybrid,flat-file/SFTP,Value-Based Care,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01025,Oracle/UNIX estate,integration runtime,hybrid,Access/Excel shadow reporting,Clinical Operations,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01026,SQL Server estate zone,edge appliance,hybrid,Tableau Server,Revenue Cycle,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-01027,primary clinical data center,security sensor,owned data center,Power BI Report Server,Patient Access,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-01028,secondary resilience data center,observability collector,owned data center,Databricks lakehouse,Interoperability,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
