application_id,application_name,family,family_code,business_function,application_type,hosting_model,technology_stack,environment,criticality,service_tower,vendor_id,contract_id,evidence_gap,roadmap_disposition
APP-HCDN-00282,"Payer claims, enrollment, UM and member platforms 0072","Payer claims, enrollment, UM and member platforms",PAYER,Claims Operations,system of record,AWS future-agentic candidate,claims-administration platform,test,high,Revenue Cycle Technology,VEND-HCDN-283,CONT-HCDN-0283,lineage or ownership conflict,future AWS agentic/transformation candidate
APP-HCDN-00283,"Payer claims, enrollment, UM and member platforms 0073","Payer claims, enrollment, UM and member platforms",PAYER,Utilization Management,critical workflow,Oracle/UNIX estate,security/IAM stack,DR,medium,Workplace and Contact Center,VEND-HCDN-284,CONT-HCDN-0284,source-backed candidate,current
APP-HCDN-00284,"Payer claims, enrollment, UM and member platforms 0074","Payer claims, enrollment, UM and member platforms",PAYER,Member Services,departmental mart app,edge/clinic footprint,SQL Server/SSIS/SSAS/SSRS,development,medium,Integration and Interoperability,VEND-HCDN-285,CONT-HCDN-0285,source-backed candidate,current
APP-HCDN-00285,"Payer claims, enrollment, UM and member platforms 0075","Payer claims, enrollment, UM and member platforms",PAYER,Health Plan Operations,reporting platform,on-prem data center,Oracle database,production,medium,Clinical and Epic AMS,VEND-HCDN-286,CONT-HCDN-0286,source-backed candidate,current
APP-HCDN-00286,"Payer claims, enrollment, UM and member platforms 0076","Payer claims, enrollment, UM and member platforms",PAYER,Medicare Advantage,integration runtime,Azure foundation workload,Access/Excel shadow reporting,nonproduction,high,Data Analytics and AI,VEND-HCDN-287,CONT-HCDN-0287,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00287,"Payer claims, enrollment, UM and member platforms 0077","Payer claims, enrollment, UM and member platforms",PAYER,Claims Operations,AI/use-case platform,AWS future-agentic candidate,Power BI Report Server,test,critical,Cloud Infrastructure and Data Center,VEND-HCDN-288,CONT-HCDN-0288,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00288,"Payer claims, enrollment, UM and member platforms 0078","Payer claims, enrollment, UM and member platforms",PAYER,Utilization Management,shadow reporting,Oracle/UNIX estate,Azure data services,DR,medium,Security Identity and Compliance,VEND-HCDN-289,CONT-HCDN-0289,stale/duplicate candidate,current
APP-HCDN-00289,"Payer claims, enrollment, UM and member platforms 0079","Payer claims, enrollment, UM and member platforms",PAYER,Member Services,legacy inherited app,edge/clinic footprint,Java/.NET custom,development,medium,ERP and Corporate Platforms,VEND-HCDN-290,CONT-HCDN-0290,source-backed candidate,current
APP-HCDN-00290,"Payer claims, enrollment, UM and member platforms 0080","Payer claims, enrollment, UM and member platforms",PAYER,Health Plan Operations,modernization target,on-prem data center,HL7/FHIR engine,production,high,Payer Platform Operations,VEND-HCDN-291,CONT-HCDN-0291,source-backed candidate,current
APP-HCDN-00291,"Payer claims, enrollment, UM and member platforms 0081","Payer claims, enrollment, UM and member platforms",PAYER,Medicare Advantage,system of record,Azure foundation workload,care-management platform,nonproduction,medium,Revenue Cycle Technology,VEND-HCDN-292,CONT-HCDN-0292,lineage or ownership conflict,Azure current foundation/use-case footprint
APP-HCDN-00292,"Payer claims, enrollment, UM and member platforms 0082","Payer claims, enrollment, UM and member platforms",PAYER,Claims Operations,critical workflow,AWS future-agentic candidate,Epic ecosystem,test,medium,Workplace and Contact Center,VEND-HCDN-293,CONT-HCDN-0293,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00293,"Payer claims, enrollment, UM and member platforms 0083","Payer claims, enrollment, UM and member platforms",PAYER,Utilization Management,departmental mart app,Oracle/UNIX estate,legacy EDW,DR,medium,Integration and Interoperability,VEND-HCDN-294,CONT-HCDN-0294,source-backed candidate,current
APP-HCDN-00294,"Payer claims, enrollment, UM and member platforms 0084","Payer claims, enrollment, UM and member platforms",PAYER,Member Services,reporting platform,edge/clinic footprint,flat-file/SFTP,development,high,Clinical and Epic AMS,VEND-HCDN-295,CONT-HCDN-0295,source-backed candidate,current
APP-HCDN-00295,"Payer claims, enrollment, UM and member platforms 0085","Payer claims, enrollment, UM and member platforms",PAYER,Health Plan Operations,integration runtime,on-prem data center,Tableau Server,production,medium,Data Analytics and AI,VEND-HCDN-296,CONT-HCDN-0296,source-backed candidate,current
APP-HCDN-00296,"Payer claims, enrollment, UM and member platforms 0086","Payer claims, enrollment, UM and member platforms",PAYER,Medicare Advantage,AI/use-case platform,Azure foundation workload,Databricks lakehouse,nonproduction,medium,Cloud Infrastructure and Data Center,VEND-HCDN-297,CONT-HCDN-0297,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00297,"Payer claims, enrollment, UM and member platforms 0087","Payer claims, enrollment, UM and member platforms",PAYER,Claims Operations,shadow reporting,AWS future-agentic candidate,AWS data and AI candidate,test,medium,Security Identity and Compliance,VEND-HCDN-298,CONT-HCDN-0298,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00298,"Payer claims, enrollment, UM and member platforms 0088","Payer claims, enrollment, UM and member platforms",PAYER,Utilization Management,legacy inherited app,Oracle/UNIX estate,API/interoperability gateway,DR,critical,ERP and Corporate Platforms,VEND-HCDN-299,CONT-HCDN-0299,source-backed candidate,current
APP-HCDN-00299,"Payer claims, enrollment, UM and member platforms 0089","Payer claims, enrollment, UM and member platforms",PAYER,Member Services,modernization target,edge/clinic footprint,claims-administration platform,development,medium,Payer Platform Operations,VEND-HCDN-300,CONT-HCDN-0300,source-backed candidate,current
APP-HCDN-00300,"Payer claims, enrollment, UM and member platforms 0090","Payer claims, enrollment, UM and member platforms",PAYER,Health Plan Operations,system of record,on-prem data center,security/IAM stack,production,medium,Revenue Cycle Technology,VEND-HCDN-301,CONT-HCDN-0301,lineage or ownership conflict,current
APP-HCDN-00301,"Payer claims, enrollment, UM and member platforms 0091","Payer claims, enrollment, UM and member platforms",PAYER,Medicare Advantage,critical workflow,Azure foundation workload,SQL Server/SSIS/SSAS/SSRS,nonproduction,medium,Workplace and Contact Center,VEND-HCDN-302,CONT-HCDN-0302,stale/duplicate candidate,Azure current foundation/use-case footprint
APP-HCDN-00302,"Payer claims, enrollment, UM and member platforms 0092","Payer claims, enrollment, UM and member platforms",PAYER,Claims Operations,departmental mart app,AWS future-agentic candidate,Oracle database,test,high,Integration and Interoperability,VEND-HCDN-303,CONT-HCDN-0303,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00303,"Payer claims, enrollment, UM and member platforms 0093","Payer claims, enrollment, UM and member platforms",PAYER,Utilization Management,reporting platform,Oracle/UNIX estate,Access/Excel shadow reporting,DR,medium,Clinical and Epic AMS,VEND-HCDN-304,CONT-HCDN-0304,source-backed candidate,current
APP-HCDN-00304,"Payer claims, enrollment, UM and member platforms 0094","Payer claims, enrollment, UM and member platforms",PAYER,Member Services,integration runtime,edge/clinic footprint,Power BI Report Server,development,medium,Data Analytics and AI,VEND-HCDN-305,CONT-HCDN-0305,source-backed candidate,current
APP-HCDN-00305,"Payer claims, enrollment, UM and member platforms 0095","Payer claims, enrollment, UM and member platforms",PAYER,Health Plan Operations,AI/use-case platform,on-prem data center,Azure data services,production,medium,Cloud Infrastructure and Data Center,VEND-HCDN-306,CONT-HCDN-0306,source-backed candidate,current
APP-HCDN-00306,"Payer claims, enrollment, UM and member platforms 0096","Payer claims, enrollment, UM and member platforms",PAYER,Medicare Advantage,shadow reporting,Azure foundation workload,Java/.NET custom,nonproduction,high,Security Identity and Compliance,VEND-HCDN-307,CONT-HCDN-0307,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00307,"Payer claims, enrollment, UM and member platforms 0097","Payer claims, enrollment, UM and member platforms",PAYER,Claims Operations,legacy inherited app,AWS future-agentic candidate,HL7/FHIR engine,test,medium,ERP and Corporate Platforms,VEND-HCDN-308,CONT-HCDN-0308,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00308,"Payer claims, enrollment, UM and member platforms 0098","Payer claims, enrollment, UM and member platforms",PAYER,Utilization Management,modernization target,Oracle/UNIX estate,care-management platform,DR,medium,Payer Platform Operations,VEND-HCDN-309,CONT-HCDN-0309,source-backed candidate,current
APP-HCDN-00309,"Payer claims, enrollment, UM and member platforms 0099","Payer claims, enrollment, UM and member platforms",PAYER,Member Services,system of record,edge/clinic footprint,Epic ecosystem,development,critical,Revenue Cycle Technology,VEND-HCDN-310,CONT-HCDN-0310,lineage or ownership conflict,current
APP-HCDN-00310,"Payer claims, enrollment, UM and member platforms 0100","Payer claims, enrollment, UM and member platforms",PAYER,Health Plan Operations,critical workflow,on-prem data center,legacy EDW,production,high,Workplace and Contact Center,VEND-HCDN-311,CONT-HCDN-0311,source-backed candidate,current
APP-HCDN-00311,"Payer claims, enrollment, UM and member platforms 0101","Payer claims, enrollment, UM and member platforms",PAYER,Medicare Advantage,departmental mart app,Azure foundation workload,flat-file/SFTP,nonproduction,medium,Integration and Interoperability,VEND-HCDN-312,CONT-HCDN-0312,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00312,"Payer claims, enrollment, UM and member platforms 0102","Payer claims, enrollment, UM and member platforms",PAYER,Claims Operations,reporting platform,AWS future-agentic candidate,Tableau Server,test,medium,Clinical and Epic AMS,VEND-HCDN-313,CONT-HCDN-0313,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00313,"Payer claims, enrollment, UM and member platforms 0103","Payer claims, enrollment, UM and member platforms",PAYER,Utilization Management,integration runtime,Oracle/UNIX estate,Databricks lakehouse,DR,medium,Data Analytics and AI,VEND-HCDN-314,CONT-HCDN-0314,source-backed candidate,current
APP-HCDN-00314,"Payer claims, enrollment, UM and member platforms 0104","Payer claims, enrollment, UM and member platforms",PAYER,Member Services,AI/use-case platform,edge/clinic footprint,AWS data and AI candidate,development,high,Cloud Infrastructure and Data Center,VEND-HCDN-315,CONT-HCDN-0315,stale/duplicate candidate,current
APP-HCDN-00315,"Payer claims, enrollment, UM and member platforms 0105","Payer claims, enrollment, UM and member platforms",PAYER,Health Plan Operations,shadow reporting,on-prem data center,API/interoperability gateway,production,medium,Security Identity and Compliance,VEND-HCDN-316,CONT-HCDN-0316,source-backed candidate,current
APP-HCDN-00316,"Payer claims, enrollment, UM and member platforms 0106","Payer claims, enrollment, UM and member platforms",PAYER,Medicare Advantage,legacy inherited app,Azure foundation workload,claims-administration platform,nonproduction,medium,ERP and Corporate Platforms,VEND-HCDN-317,CONT-HCDN-0317,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00317,"Payer claims, enrollment, UM and member platforms 0107","Payer claims, enrollment, UM and member platforms",PAYER,Claims Operations,modernization target,AWS future-agentic candidate,security/IAM stack,test,medium,Payer Platform Operations,VEND-HCDN-318,CONT-HCDN-0318,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00318,"Payer claims, enrollment, UM and member platforms 0108","Payer claims, enrollment, UM and member platforms",PAYER,Utilization Management,system of record,Oracle/UNIX estate,SQL Server/SSIS/SSAS/SSRS,DR,high,Revenue Cycle Technology,VEND-HCDN-319,CONT-HCDN-0319,lineage or ownership conflict,current
APP-HCDN-00319,"Payer claims, enrollment, UM and member platforms 0109","Payer claims, enrollment, UM and member platforms",PAYER,Member Services,critical workflow,edge/clinic footprint,Oracle database,development,medium,Workplace and Contact Center,VEND-HCDN-320,CONT-HCDN-0320,source-backed candidate,current
APP-HCDN-00320,"Payer claims, enrollment, UM and member platforms 0110","Payer claims, enrollment, UM and member platforms",PAYER,Health Plan Operations,departmental mart app,on-prem data center,Access/Excel shadow reporting,production,critical,Integration and Interoperability,VEND-HCDN-321,CONT-HCDN-0321,source-backed candidate,current
APP-HCDN-00321,"Payer claims, enrollment, UM and member platforms 0111","Payer claims, enrollment, UM and member platforms",PAYER,Medicare Advantage,reporting platform,Azure foundation workload,Power BI Report Server,nonproduction,medium,Clinical and Epic AMS,VEND-HCDN-322,CONT-HCDN-0322,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00322,"Payer claims, enrollment, UM and member platforms 0112","Payer claims, enrollment, UM and member platforms",PAYER,Claims Operations,integration runtime,AWS future-agentic candidate,Azure data services,test,high,Data Analytics and AI,VEND-HCDN-323,CONT-HCDN-0323,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00323,"Payer claims, enrollment, UM and member platforms 0113","Payer claims, enrollment, UM and member platforms",PAYER,Utilization Management,AI/use-case platform,Oracle/UNIX estate,Java/.NET custom,DR,medium,Cloud Infrastructure and Data Center,VEND-HCDN-324,CONT-HCDN-0324,source-backed candidate,current
APP-HCDN-00324,"Payer claims, enrollment, UM and member platforms 0114","Payer claims, enrollment, UM and member platforms",PAYER,Member Services,shadow reporting,edge/clinic footprint,HL7/FHIR engine,development,medium,Security Identity and Compliance,VEND-HCDN-325,CONT-HCDN-0325,source-backed candidate,current
