interface_id,from_application_id,to_application_id,method,frequency,criticality,middleware_pattern,owning_function,evidence_gap,source_id
INT-HCDN-01014,APP-HCDN-00419,APP-HCDN-00550,database link,event-driven,high,claims EDI gateway,Departmental Reporting,retired/active duplicate,SRC-HCDN-INT-055
INT-HCDN-01015,APP-HCDN-00426,APP-HCDN-00567,SSIS package,nightly batch,standard,FHIR gateway,AI Transformation,source-backed candidate,SRC-HCDN-INT-056
INT-HCDN-01016,APP-HCDN-00433,APP-HCDN-00584,Epic Bridges,real-time,standard,Epic Bridges,Technology,source-backed candidate,SRC-HCDN-INT-057
INT-HCDN-01017,APP-HCDN-00440,APP-HCDN-00601,event stream,near real-time,critical,interface engine,Security,source-backed candidate,SRC-HCDN-INT-058
INT-HCDN-01018,APP-HCDN-00447,APP-HCDN-00618,batch extract,hourly,standard,API gateway,Procurement,source-backed candidate,SRC-HCDN-INT-059
INT-HCDN-01019,APP-HCDN-00454,APP-HCDN-00635,vendor API,daily,standard,SFTP hub,HR,source-backed candidate,SRC-HCDN-INT-060
INT-HCDN-01020,APP-HCDN-00461,APP-HCDN-00652,HL7 v2,weekly,high,SSIS runtime,Supply Chain,ambiguous endpoint name,SRC-HCDN-INT-061
INT-HCDN-01021,APP-HCDN-00468,APP-HCDN-00669,FHIR/API,monthly,standard,data pipeline orchestrator,Privacy,source-backed candidate,SRC-HCDN-INT-062
INT-HCDN-01022,APP-HCDN-00475,APP-HCDN-00686,X12 EDI,event-driven,standard,claims EDI gateway,Compliance,source-backed candidate,SRC-HCDN-INT-063
INT-HCDN-01023,APP-HCDN-00482,APP-HCDN-00703,SFTP flat file,nightly batch,high,FHIR gateway,Provider Network,source-backed candidate,SRC-HCDN-INT-064
INT-HCDN-01024,APP-HCDN-00489,APP-HCDN-00720,database link,real-time,standard,Epic Bridges,Value-Based Care,source-backed candidate,SRC-HCDN-INT-001
INT-HCDN-01025,APP-HCDN-00496,APP-HCDN-00737,SSIS package,near real-time,standard,interface engine,Clinical Operations,source-backed candidate,SRC-HCDN-INT-002
INT-HCDN-01026,APP-HCDN-00503,APP-HCDN-00754,Epic Bridges,hourly,critical,API gateway,Revenue Cycle,source-backed candidate,SRC-HCDN-INT-003
INT-HCDN-01027,APP-HCDN-00510,APP-HCDN-00771,event stream,daily,standard,SFTP hub,Patient Access,retired/active duplicate,SRC-HCDN-INT-004
INT-HCDN-01028,APP-HCDN-00517,APP-HCDN-00788,batch extract,weekly,standard,SSIS runtime,Interoperability,source-backed candidate,SRC-HCDN-INT-005
INT-HCDN-01029,APP-HCDN-00524,APP-HCDN-00805,vendor API,monthly,high,data pipeline orchestrator,Population Health,source-backed candidate,SRC-HCDN-INT-006
INT-HCDN-01030,APP-HCDN-00531,APP-HCDN-00822,HL7 v2,event-driven,standard,claims EDI gateway,Health Plan Operations,source-backed candidate,SRC-HCDN-INT-007
INT-HCDN-01031,APP-HCDN-00538,APP-HCDN-00839,FHIR/API,nightly batch,standard,FHIR gateway,Medicare Advantage,source-backed candidate,SRC-HCDN-INT-008
INT-HCDN-01032,APP-HCDN-00545,APP-HCDN-00856,X12 EDI,real-time,high,Epic Bridges,Claims Operations,ambiguous endpoint name,SRC-HCDN-INT-009
INT-HCDN-01033,APP-HCDN-00552,APP-HCDN-00873,SFTP flat file,near real-time,standard,interface engine,Utilization Management,source-backed candidate,SRC-HCDN-INT-010
INT-HCDN-01034,APP-HCDN-00559,APP-HCDN-00890,database link,hourly,standard,API gateway,Member Services,source-backed candidate,SRC-HCDN-INT-011
INT-HCDN-01035,APP-HCDN-00566,APP-HCDN-00907,SSIS package,daily,critical,SFTP hub,Quality and Stars,source-backed candidate,SRC-HCDN-INT-012
INT-HCDN-01036,APP-HCDN-00573,APP-HCDN-00924,Epic Bridges,weekly,standard,SSIS runtime,Risk Adjustment,source-backed candidate,SRC-HCDN-INT-013
INT-HCDN-01037,APP-HCDN-00580,APP-HCDN-00941,event stream,monthly,standard,data pipeline orchestrator,Care Management,source-backed candidate,SRC-HCDN-INT-014
INT-HCDN-01038,APP-HCDN-00587,APP-HCDN-00958,batch extract,event-driven,high,claims EDI gateway,Finance,source-backed candidate,SRC-HCDN-INT-015
INT-HCDN-01039,APP-HCDN-00594,APP-HCDN-00975,vendor API,nightly batch,standard,FHIR gateway,Coding,source-backed candidate,SRC-HCDN-INT-016
INT-HCDN-01040,APP-HCDN-00601,APP-HCDN-00992,HL7 v2,real-time,standard,Epic Bridges,Payer Contracting,retired/active duplicate,SRC-HCDN-INT-017
INT-HCDN-01041,APP-HCDN-00608,APP-HCDN-01009,FHIR/API,near real-time,high,interface engine,Digital Front Door,source-backed candidate,SRC-HCDN-INT-018
INT-HCDN-01042,APP-HCDN-00615,APP-HCDN-01026,X12 EDI,hourly,standard,API gateway,Contact Center,source-backed candidate,SRC-HCDN-INT-019
INT-HCDN-01043,APP-HCDN-00622,APP-HCDN-01043,SFTP flat file,daily,standard,SFTP hub,Ambulatory Care,source-backed candidate,SRC-HCDN-INT-020
INT-HCDN-01044,APP-HCDN-00629,APP-HCDN-01060,database link,weekly,critical,SSIS runtime,Emergency Department,ambiguous endpoint name,SRC-HCDN-INT-021
INT-HCDN-01045,APP-HCDN-00636,APP-HCDN-01077,SSIS package,monthly,standard,data pipeline orchestrator,Inpatient,source-backed candidate,SRC-HCDN-INT-022
INT-HCDN-01046,APP-HCDN-00643,APP-HCDN-01094,Epic Bridges,event-driven,standard,claims EDI gateway,Surgery,source-backed candidate,SRC-HCDN-INT-023
INT-HCDN-01047,APP-HCDN-00650,APP-HCDN-01111,event stream,nightly batch,high,FHIR gateway,Imaging,source-backed candidate,SRC-HCDN-INT-024
INT-HCDN-01048,APP-HCDN-00657,APP-HCDN-01128,batch extract,real-time,standard,Epic Bridges,Lab,source-backed candidate,SRC-HCDN-INT-025
INT-HCDN-01049,APP-HCDN-00664,APP-HCDN-01145,vendor API,near real-time,standard,interface engine,Pharmacy,source-backed candidate,SRC-HCDN-INT-026
INT-HCDN-01050,APP-HCDN-00671,APP-HCDN-01162,HL7 v2,hourly,high,API gateway,Oncology,source-backed candidate,SRC-HCDN-INT-027
INT-HCDN-01051,APP-HCDN-00678,APP-HCDN-01179,FHIR/API,daily,standard,SFTP hub,Cardiology,source-backed candidate,SRC-HCDN-INT-028
INT-HCDN-01052,APP-HCDN-00685,APP-HCDN-01196,X12 EDI,weekly,standard,SSIS runtime,Data and Analytics,source-backed candidate,SRC-HCDN-INT-029
INT-HCDN-01053,APP-HCDN-00692,APP-HCDN-01213,SFTP flat file,monthly,critical,data pipeline orchestrator,Clinical Analytics,retired/active duplicate,SRC-HCDN-INT-030
INT-HCDN-01054,APP-HCDN-00699,APP-HCDN-01230,database link,event-driven,standard,claims EDI gateway,Actuarial,source-backed candidate,SRC-HCDN-INT-031
INT-HCDN-01055,APP-HCDN-00706,APP-HCDN-01247,SSIS package,nightly batch,standard,FHIR gateway,Departmental Reporting,source-backed candidate,SRC-HCDN-INT-032
INT-HCDN-01056,APP-HCDN-00713,APP-HCDN-01264,Epic Bridges,real-time,high,Epic Bridges,AI Transformation,ambiguous endpoint name,SRC-HCDN-INT-033
INT-HCDN-01057,APP-HCDN-00720,APP-HCDN-01281,event stream,near real-time,standard,interface engine,Technology,source-backed candidate,SRC-HCDN-INT-034
INT-HCDN-01058,APP-HCDN-00727,APP-HCDN-01298,batch extract,hourly,standard,API gateway,Security,source-backed candidate,SRC-HCDN-INT-035
INT-HCDN-01059,APP-HCDN-00734,APP-HCDN-01315,vendor API,daily,high,SFTP hub,Procurement,source-backed candidate,SRC-HCDN-INT-036
INT-HCDN-01060,APP-HCDN-00741,APP-HCDN-01332,HL7 v2,weekly,standard,SSIS runtime,HR,source-backed candidate,SRC-HCDN-INT-037
INT-HCDN-01061,APP-HCDN-00748,APP-HCDN-01349,FHIR/API,monthly,standard,data pipeline orchestrator,Supply Chain,source-backed candidate,SRC-HCDN-INT-038
INT-HCDN-01062,APP-HCDN-00755,APP-HCDN-01366,X12 EDI,event-driven,critical,claims EDI gateway,Privacy,source-backed candidate,SRC-HCDN-INT-039
INT-HCDN-01063,APP-HCDN-00762,APP-HCDN-01383,SFTP flat file,nightly batch,standard,FHIR gateway,Compliance,source-backed candidate,SRC-HCDN-INT-040
INT-HCDN-01064,APP-HCDN-00769,APP-HCDN-01400,database link,real-time,standard,Epic Bridges,Provider Network,source-backed candidate,SRC-HCDN-INT-041
INT-HCDN-01065,APP-HCDN-00776,APP-HCDN-01417,SSIS package,near real-time,high,interface engine,Value-Based Care,source-backed candidate,SRC-HCDN-INT-042
INT-HCDN-01066,APP-HCDN-00783,APP-HCDN-01434,Epic Bridges,hourly,standard,API gateway,Clinical Operations,retired/active duplicate,SRC-HCDN-INT-043
INT-HCDN-01067,APP-HCDN-00790,APP-HCDN-01451,event stream,daily,standard,SFTP hub,Revenue Cycle,source-backed candidate,SRC-HCDN-INT-044
INT-HCDN-01068,APP-HCDN-00797,APP-HCDN-01468,batch extract,weekly,high,SSIS runtime,Patient Access,ambiguous endpoint name,SRC-HCDN-INT-045
INT-HCDN-01069,APP-HCDN-00804,APP-HCDN-01485,vendor API,monthly,standard,data pipeline orchestrator,Interoperability,source-backed candidate,SRC-HCDN-INT-046
INT-HCDN-01070,APP-HCDN-00811,APP-HCDN-01502,HL7 v2,event-driven,standard,claims EDI gateway,Population Health,source-backed candidate,SRC-HCDN-INT-047
INT-HCDN-01071,APP-HCDN-00818,APP-HCDN-01519,FHIR/API,nightly batch,critical,FHIR gateway,Health Plan Operations,source-backed candidate,SRC-HCDN-INT-048
INT-HCDN-01072,APP-HCDN-00825,APP-HCDN-01536,X12 EDI,real-time,standard,Epic Bridges,Medicare Advantage,source-backed candidate,SRC-HCDN-INT-049
INT-HCDN-01073,APP-HCDN-00832,APP-HCDN-01553,SFTP flat file,near real-time,standard,interface engine,Claims Operations,source-backed candidate,SRC-HCDN-INT-050
INT-HCDN-01074,APP-HCDN-00839,APP-HCDN-01570,database link,hourly,high,API gateway,Utilization Management,source-backed candidate,SRC-HCDN-INT-051
INT-HCDN-01075,APP-HCDN-00846,APP-HCDN-01587,SSIS package,daily,standard,SFTP hub,Member Services,source-backed candidate,SRC-HCDN-INT-052
INT-HCDN-01076,APP-HCDN-00853,APP-HCDN-01604,Epic Bridges,weekly,standard,SSIS runtime,Quality and Stars,source-backed candidate,SRC-HCDN-INT-053
INT-HCDN-01077,APP-HCDN-00860,APP-HCDN-01621,event stream,monthly,high,data pipeline orchestrator,Risk Adjustment,source-backed candidate,SRC-HCDN-INT-054
INT-HCDN-01078,APP-HCDN-00867,APP-HCDN-01638,batch extract,event-driven,standard,claims EDI gateway,Care Management,source-backed candidate,SRC-HCDN-INT-055
INT-HCDN-01079,APP-HCDN-00874,APP-HCDN-01655,vendor API,nightly batch,standard,FHIR gateway,Finance,retired/active duplicate,SRC-HCDN-INT-056
INT-HCDN-01080,APP-HCDN-00881,APP-HCDN-00002,HL7 v2,real-time,critical,Epic Bridges,Coding,ambiguous endpoint name,SRC-HCDN-INT-057
INT-HCDN-01081,APP-HCDN-00888,APP-HCDN-00019,FHIR/API,near real-time,standard,interface engine,Payer Contracting,source-backed candidate,SRC-HCDN-INT-058
INT-HCDN-01082,APP-HCDN-00895,APP-HCDN-00036,X12 EDI,hourly,standard,API gateway,Digital Front Door,source-backed candidate,SRC-HCDN-INT-059
INT-HCDN-01083,APP-HCDN-00902,APP-HCDN-00053,SFTP flat file,daily,high,SFTP hub,Contact Center,source-backed candidate,SRC-HCDN-INT-060
INT-HCDN-01084,APP-HCDN-00909,APP-HCDN-00070,database link,weekly,standard,SSIS runtime,Ambulatory Care,source-backed candidate,SRC-HCDN-INT-061
INT-HCDN-01085,APP-HCDN-00916,APP-HCDN-00087,SSIS package,monthly,standard,data pipeline orchestrator,Emergency Department,source-backed candidate,SRC-HCDN-INT-062
INT-HCDN-01086,APP-HCDN-00923,APP-HCDN-00104,Epic Bridges,event-driven,high,claims EDI gateway,Inpatient,source-backed candidate,SRC-HCDN-INT-063
INT-HCDN-01087,APP-HCDN-00930,APP-HCDN-00121,event stream,nightly batch,standard,FHIR gateway,Surgery,source-backed candidate,SRC-HCDN-INT-064
INT-HCDN-01088,APP-HCDN-00937,APP-HCDN-00138,batch extract,real-time,standard,Epic Bridges,Imaging,source-backed candidate,SRC-HCDN-INT-001
INT-HCDN-01089,APP-HCDN-00944,APP-HCDN-00155,vendor API,near real-time,critical,interface engine,Lab,source-backed candidate,SRC-HCDN-INT-002
INT-HCDN-01090,APP-HCDN-00951,APP-HCDN-00172,HL7 v2,hourly,standard,API gateway,Pharmacy,source-backed candidate,SRC-HCDN-INT-003
INT-HCDN-01091,APP-HCDN-00958,APP-HCDN-00189,FHIR/API,daily,standard,SFTP hub,Oncology,source-backed candidate,SRC-HCDN-INT-004
INT-HCDN-01092,APP-HCDN-00965,APP-HCDN-00206,X12 EDI,weekly,high,SSIS runtime,Cardiology,ambiguous endpoint name,SRC-HCDN-INT-005
INT-HCDN-01093,APP-HCDN-00972,APP-HCDN-00223,SFTP flat file,monthly,standard,data pipeline orchestrator,Data and Analytics,source-backed candidate,SRC-HCDN-INT-006
INT-HCDN-01094,APP-HCDN-00979,APP-HCDN-00240,database link,event-driven,standard,claims EDI gateway,Clinical Analytics,source-backed candidate,SRC-HCDN-INT-007
INT-HCDN-01095,APP-HCDN-00986,APP-HCDN-00257,SSIS package,nightly batch,high,FHIR gateway,Actuarial,source-backed candidate,SRC-HCDN-INT-008
INT-HCDN-01096,APP-HCDN-00993,APP-HCDN-00274,Epic Bridges,real-time,standard,Epic Bridges,Departmental Reporting,source-backed candidate,SRC-HCDN-INT-009
INT-HCDN-01097,APP-HCDN-01000,APP-HCDN-00291,event stream,near real-time,standard,interface engine,AI Transformation,source-backed candidate,SRC-HCDN-INT-010
INT-HCDN-01098,APP-HCDN-01007,APP-HCDN-00308,batch extract,hourly,critical,API gateway,Technology,source-backed candidate,SRC-HCDN-INT-011
INT-HCDN-01099,APP-HCDN-01014,APP-HCDN-00325,vendor API,daily,standard,SFTP hub,Security,source-backed candidate,SRC-HCDN-INT-012
INT-HCDN-01100,APP-HCDN-01021,APP-HCDN-00342,HL7 v2,weekly,standard,SSIS runtime,Procurement,source-backed candidate,SRC-HCDN-INT-013
INT-HCDN-01101,APP-HCDN-01028,APP-HCDN-00359,FHIR/API,monthly,high,data pipeline orchestrator,HR,source-backed candidate,SRC-HCDN-INT-014
INT-HCDN-01102,APP-HCDN-01035,APP-HCDN-00376,X12 EDI,event-driven,standard,claims EDI gateway,Supply Chain,source-backed candidate,SRC-HCDN-INT-015
INT-HCDN-01103,APP-HCDN-01042,APP-HCDN-00393,SFTP flat file,nightly batch,standard,FHIR gateway,Privacy,source-backed candidate,SRC-HCDN-INT-016
INT-HCDN-01104,APP-HCDN-01049,APP-HCDN-00410,database link,real-time,high,Epic Bridges,Compliance,ambiguous endpoint name,SRC-HCDN-INT-017
INT-HCDN-01105,APP-HCDN-01056,APP-HCDN-00427,SSIS package,near real-time,standard,interface engine,Provider Network,retired/active duplicate,SRC-HCDN-INT-018
INT-HCDN-01106,APP-HCDN-01063,APP-HCDN-00444,Epic Bridges,hourly,standard,API gateway,Value-Based Care,source-backed candidate,SRC-HCDN-INT-019
INT-HCDN-01107,APP-HCDN-01070,APP-HCDN-00461,event stream,daily,critical,SFTP hub,Clinical Operations,source-backed candidate,SRC-HCDN-INT-020
INT-HCDN-01108,APP-HCDN-01077,APP-HCDN-00478,batch extract,weekly,standard,SSIS runtime,Revenue Cycle,source-backed candidate,SRC-HCDN-INT-021
INT-HCDN-01109,APP-HCDN-01084,APP-HCDN-00495,vendor API,monthly,standard,data pipeline orchestrator,Patient Access,source-backed candidate,SRC-HCDN-INT-022
INT-HCDN-01110,APP-HCDN-01091,APP-HCDN-00512,HL7 v2,event-driven,high,claims EDI gateway,Interoperability,source-backed candidate,SRC-HCDN-INT-023
INT-HCDN-01111,APP-HCDN-01098,APP-HCDN-00529,FHIR/API,nightly batch,standard,FHIR gateway,Population Health,source-backed candidate,SRC-HCDN-INT-024
INT-HCDN-01112,APP-HCDN-01105,APP-HCDN-00546,X12 EDI,real-time,standard,Epic Bridges,Health Plan Operations,source-backed candidate,SRC-HCDN-INT-025
INT-HCDN-01113,APP-HCDN-01112,APP-HCDN-00563,SFTP flat file,near real-time,high,interface engine,Medicare Advantage,source-backed candidate,SRC-HCDN-INT-026
INT-HCDN-01114,APP-HCDN-01119,APP-HCDN-00580,database link,hourly,standard,API gateway,Claims Operations,source-backed candidate,SRC-HCDN-INT-027
INT-HCDN-01115,APP-HCDN-01126,APP-HCDN-00597,SSIS package,daily,standard,SFTP hub,Utilization Management,source-backed candidate,SRC-HCDN-INT-028
INT-HCDN-01116,APP-HCDN-01133,APP-HCDN-00614,Epic Bridges,weekly,critical,SSIS runtime,Member Services,ambiguous endpoint name,SRC-HCDN-INT-029
INT-HCDN-01117,APP-HCDN-01140,APP-HCDN-00631,event stream,monthly,standard,data pipeline orchestrator,Quality and Stars,source-backed candidate,SRC-HCDN-INT-030
INT-HCDN-01118,APP-HCDN-01147,APP-HCDN-00648,batch extract,event-driven,standard,claims EDI gateway,Risk Adjustment,retired/active duplicate,SRC-HCDN-INT-031
INT-HCDN-01119,APP-HCDN-01154,APP-HCDN-00665,vendor API,nightly batch,high,FHIR gateway,Care Management,source-backed candidate,SRC-HCDN-INT-032
INT-HCDN-01120,APP-HCDN-01161,APP-HCDN-00682,HL7 v2,real-time,standard,Epic Bridges,Finance,source-backed candidate,SRC-HCDN-INT-033
INT-HCDN-01121,APP-HCDN-01168,APP-HCDN-00699,FHIR/API,near real-time,standard,interface engine,Coding,source-backed candidate,SRC-HCDN-INT-034
INT-HCDN-01122,APP-HCDN-01175,APP-HCDN-00716,X12 EDI,hourly,high,API gateway,Payer Contracting,source-backed candidate,SRC-HCDN-INT-035
INT-HCDN-01123,APP-HCDN-01182,APP-HCDN-00733,SFTP flat file,daily,standard,SFTP hub,Digital Front Door,source-backed candidate,SRC-HCDN-INT-036
INT-HCDN-01124,APP-HCDN-01189,APP-HCDN-00750,database link,weekly,standard,SSIS runtime,Contact Center,source-backed candidate,SRC-HCDN-INT-037
INT-HCDN-01125,APP-HCDN-01196,APP-HCDN-00767,SSIS package,monthly,critical,data pipeline orchestrator,Ambulatory Care,source-backed candidate,SRC-HCDN-INT-038
INT-HCDN-01126,APP-HCDN-01203,APP-HCDN-00784,Epic Bridges,event-driven,standard,claims EDI gateway,Emergency Department,source-backed candidate,SRC-HCDN-INT-039
INT-HCDN-01127,APP-HCDN-01210,APP-HCDN-00801,event stream,nightly batch,standard,FHIR gateway,Inpatient,source-backed candidate,SRC-HCDN-INT-040
INT-HCDN-01128,APP-HCDN-01217,APP-HCDN-00818,batch extract,real-time,high,Epic Bridges,Surgery,ambiguous endpoint name,SRC-HCDN-INT-041
INT-HCDN-01129,APP-HCDN-01224,APP-HCDN-00835,vendor API,near real-time,standard,interface engine,Imaging,source-backed candidate,SRC-HCDN-INT-042
INT-HCDN-01130,APP-HCDN-01231,APP-HCDN-00852,HL7 v2,hourly,standard,API gateway,Lab,source-backed candidate,SRC-HCDN-INT-043
INT-HCDN-01131,APP-HCDN-01238,APP-HCDN-00869,FHIR/API,daily,high,SFTP hub,Pharmacy,retired/active duplicate,SRC-HCDN-INT-044
INT-HCDN-01132,APP-HCDN-01245,APP-HCDN-00886,X12 EDI,weekly,standard,SSIS runtime,Oncology,source-backed candidate,SRC-HCDN-INT-045
INT-HCDN-01133,APP-HCDN-01252,APP-HCDN-00903,SFTP flat file,monthly,standard,data pipeline orchestrator,Cardiology,source-backed candidate,SRC-HCDN-INT-046
INT-HCDN-01134,APP-HCDN-01259,APP-HCDN-00920,database link,event-driven,critical,claims EDI gateway,Data and Analytics,source-backed candidate,SRC-HCDN-INT-047
INT-HCDN-01135,APP-HCDN-01266,APP-HCDN-00937,SSIS package,nightly batch,standard,FHIR gateway,Clinical Analytics,source-backed candidate,SRC-HCDN-INT-048
INT-HCDN-01136,APP-HCDN-01273,APP-HCDN-00954,Epic Bridges,real-time,standard,Epic Bridges,Actuarial,source-backed candidate,SRC-HCDN-INT-049
INT-HCDN-01137,APP-HCDN-01280,APP-HCDN-00971,event stream,near real-time,high,interface engine,Departmental Reporting,source-backed candidate,SRC-HCDN-INT-050
INT-HCDN-01138,APP-HCDN-01287,APP-HCDN-00988,batch extract,hourly,standard,API gateway,AI Transformation,source-backed candidate,SRC-HCDN-INT-051
INT-HCDN-01139,APP-HCDN-01294,APP-HCDN-01005,vendor API,daily,standard,SFTP hub,Technology,source-backed candidate,SRC-HCDN-INT-052
INT-HCDN-01140,APP-HCDN-01301,APP-HCDN-01022,HL7 v2,weekly,high,SSIS runtime,Security,ambiguous endpoint name,SRC-HCDN-INT-053
INT-HCDN-01141,APP-HCDN-01308,APP-HCDN-01039,FHIR/API,monthly,standard,data pipeline orchestrator,Procurement,source-backed candidate,SRC-HCDN-INT-054
INT-HCDN-01142,APP-HCDN-01315,APP-HCDN-01056,X12 EDI,event-driven,standard,claims EDI gateway,HR,source-backed candidate,SRC-HCDN-INT-055
INT-HCDN-01143,APP-HCDN-01322,APP-HCDN-01073,SFTP flat file,nightly batch,critical,FHIR gateway,Supply Chain,source-backed candidate,SRC-HCDN-INT-056
INT-HCDN-01144,APP-HCDN-01329,APP-HCDN-01090,database link,real-time,standard,Epic Bridges,Privacy,retired/active duplicate,SRC-HCDN-INT-057
INT-HCDN-01145,APP-HCDN-01336,APP-HCDN-01107,SSIS package,near real-time,standard,interface engine,Compliance,source-backed candidate,SRC-HCDN-INT-058
INT-HCDN-01146,APP-HCDN-01343,APP-HCDN-01124,Epic Bridges,hourly,high,API gateway,Provider Network,source-backed candidate,SRC-HCDN-INT-059
INT-HCDN-01147,APP-HCDN-01350,APP-HCDN-01141,event stream,daily,standard,SFTP hub,Value-Based Care,source-backed candidate,SRC-HCDN-INT-060
INT-HCDN-01148,APP-HCDN-01357,APP-HCDN-01158,batch extract,weekly,standard,SSIS runtime,Clinical Operations,source-backed candidate,SRC-HCDN-INT-061
INT-HCDN-01149,APP-HCDN-01364,APP-HCDN-01175,vendor API,monthly,high,data pipeline orchestrator,Revenue Cycle,source-backed candidate,SRC-HCDN-INT-062
INT-HCDN-01150,APP-HCDN-01371,APP-HCDN-01192,HL7 v2,event-driven,standard,claims EDI gateway,Patient Access,source-backed candidate,SRC-HCDN-INT-063
INT-HCDN-01151,APP-HCDN-01378,APP-HCDN-01209,FHIR/API,nightly batch,standard,FHIR gateway,Interoperability,source-backed candidate,SRC-HCDN-INT-064
INT-HCDN-01152,APP-HCDN-01385,APP-HCDN-01226,X12 EDI,real-time,critical,Epic Bridges,Population Health,ambiguous endpoint name,SRC-HCDN-INT-001
INT-HCDN-01153,APP-HCDN-01392,APP-HCDN-01243,SFTP flat file,near real-time,standard,interface engine,Health Plan Operations,source-backed candidate,SRC-HCDN-INT-002
