workforce_id,worker_type,business_function,service_tower,skill_family,delivery_location,transition_note
WORK-HCDN-03406,contractor,Interoperability,Cloud Infrastructure and Data Center,integration engineer,offshore,standard
WORK-HCDN-03407,managed-service role,Population Health,Workplace and Contact Center,revenue-cycle analyst,hybrid,standard
WORK-HCDN-03408,employee,Health Plan Operations,Security Identity and Compliance,quality analyst,onsite,critical knowledge holder
WORK-HCDN-03409,contractor,Medicare Advantage,Integration and Interoperability,AI product owner,nearshore,standard
WORK-HCDN-03410,managed-service role,Claims Operations,ERP and Corporate Platforms,Epic analyst,offshore,transition sensitive
WORK-HCDN-03411,employee,Utilization Management,Clinical and Epic AMS,SQL/BI developer,hybrid,standard
WORK-HCDN-03412,contractor,Member Services,Payer Platform Operations,claims platform analyst,onsite,standard
WORK-HCDN-03413,managed-service role,Quality and Stars,Data Analytics and AI,cloud engineer,nearshore,standard
WORK-HCDN-03414,employee,Risk Adjustment,Revenue Cycle Technology,data engineer,offshore,standard
WORK-HCDN-03415,contractor,Care Management,Cloud Infrastructure and Data Center,security,hybrid,standard
WORK-HCDN-03416,managed-service role,Finance,Workplace and Contact Center,service desk,onsite,critical knowledge holder
WORK-HCDN-03417,employee,Coding,Security Identity and Compliance,integration engineer,nearshore,standard
WORK-HCDN-03418,contractor,Payer Contracting,Integration and Interoperability,revenue-cycle analyst,offshore,standard
WORK-HCDN-03419,managed-service role,Digital Front Door,ERP and Corporate Platforms,quality analyst,hybrid,standard
WORK-HCDN-03420,employee,Contact Center,Clinical and Epic AMS,AI product owner,onsite,standard
WORK-HCDN-03421,contractor,Ambulatory Care,Payer Platform Operations,Epic analyst,nearshore,transition sensitive
WORK-HCDN-03422,managed-service role,Emergency Department,Data Analytics and AI,SQL/BI developer,offshore,standard
WORK-HCDN-03423,employee,Inpatient,Revenue Cycle Technology,claims platform analyst,hybrid,standard
WORK-HCDN-03424,contractor,Surgery,Cloud Infrastructure and Data Center,cloud engineer,onsite,critical knowledge holder
WORK-HCDN-03425,managed-service role,Imaging,Workplace and Contact Center,data engineer,nearshore,standard
WORK-HCDN-03426,employee,Lab,Security Identity and Compliance,security,offshore,standard
WORK-HCDN-03427,contractor,Pharmacy,Integration and Interoperability,service desk,hybrid,standard
WORK-HCDN-03428,managed-service role,Oncology,ERP and Corporate Platforms,integration engineer,onsite,standard
WORK-HCDN-03429,employee,Cardiology,Clinical and Epic AMS,revenue-cycle analyst,nearshore,standard
WORK-HCDN-03430,contractor,Data and Analytics,Payer Platform Operations,quality analyst,offshore,standard
WORK-HCDN-03431,managed-service role,Clinical Analytics,Data Analytics and AI,AI product owner,hybrid,standard
WORK-HCDN-03432,employee,Actuarial,Revenue Cycle Technology,Epic analyst,onsite,critical knowledge holder
WORK-HCDN-03433,contractor,Departmental Reporting,Cloud Infrastructure and Data Center,SQL/BI developer,nearshore,standard
WORK-HCDN-03434,managed-service role,AI Transformation,Workplace and Contact Center,claims platform analyst,offshore,standard
WORK-HCDN-03435,employee,Technology,Security Identity and Compliance,cloud engineer,hybrid,standard
WORK-HCDN-03436,contractor,Security,Integration and Interoperability,data engineer,onsite,standard
WORK-HCDN-03437,managed-service role,Procurement,ERP and Corporate Platforms,security,nearshore,standard
WORK-HCDN-03438,employee,HR,Clinical and Epic AMS,service desk,offshore,standard
WORK-HCDN-03439,contractor,Supply Chain,Payer Platform Operations,integration engineer,hybrid,standard
WORK-HCDN-03440,managed-service role,Privacy,Data Analytics and AI,revenue-cycle analyst,onsite,critical knowledge holder
WORK-HCDN-03441,employee,Compliance,Revenue Cycle Technology,quality analyst,nearshore,standard
WORK-HCDN-03442,contractor,Provider Network,Cloud Infrastructure and Data Center,AI product owner,offshore,standard
WORK-HCDN-03443,managed-service role,Value-Based Care,Workplace and Contact Center,Epic analyst,hybrid,transition sensitive
WORK-HCDN-03444,employee,Clinical Operations,Security Identity and Compliance,SQL/BI developer,onsite,standard
WORK-HCDN-03445,contractor,Revenue Cycle,Integration and Interoperability,claims platform analyst,nearshore,standard
WORK-HCDN-03446,managed-service role,Patient Access,ERP and Corporate Platforms,cloud engineer,offshore,standard
WORK-HCDN-03447,employee,Interoperability,Clinical and Epic AMS,data engineer,hybrid,standard
WORK-HCDN-03448,contractor,Population Health,Payer Platform Operations,security,onsite,critical knowledge holder
WORK-HCDN-03449,managed-service role,Health Plan Operations,Data Analytics and AI,service desk,nearshore,standard
WORK-HCDN-03450,employee,Medicare Advantage,Revenue Cycle Technology,integration engineer,offshore,standard
WORK-HCDN-03451,contractor,Claims Operations,Cloud Infrastructure and Data Center,revenue-cycle analyst,hybrid,standard
WORK-HCDN-03452,managed-service role,Utilization Management,Workplace and Contact Center,quality analyst,onsite,standard
WORK-HCDN-03453,employee,Member Services,Security Identity and Compliance,AI product owner,nearshore,standard
WORK-HCDN-03454,contractor,Quality and Stars,Integration and Interoperability,Epic analyst,offshore,transition sensitive
WORK-HCDN-03455,managed-service role,Risk Adjustment,ERP and Corporate Platforms,SQL/BI developer,hybrid,standard
WORK-HCDN-03456,employee,Care Management,Clinical and Epic AMS,claims platform analyst,onsite,critical knowledge holder
WORK-HCDN-03457,contractor,Finance,Payer Platform Operations,cloud engineer,nearshore,standard
WORK-HCDN-03458,managed-service role,Coding,Data Analytics and AI,data engineer,offshore,standard
WORK-HCDN-03459,employee,Payer Contracting,Revenue Cycle Technology,security,hybrid,standard
WORK-HCDN-03460,contractor,Digital Front Door,Cloud Infrastructure and Data Center,service desk,onsite,standard
WORK-HCDN-03461,managed-service role,Contact Center,Workplace and Contact Center,integration engineer,nearshore,standard
WORK-HCDN-03462,employee,Ambulatory Care,Security Identity and Compliance,revenue-cycle analyst,offshore,standard
WORK-HCDN-03463,contractor,Emergency Department,Integration and Interoperability,quality analyst,hybrid,standard
WORK-HCDN-03464,managed-service role,Inpatient,ERP and Corporate Platforms,AI product owner,onsite,critical knowledge holder
WORK-HCDN-03465,employee,Surgery,Clinical and Epic AMS,Epic analyst,nearshore,transition sensitive
WORK-HCDN-03466,contractor,Imaging,Payer Platform Operations,SQL/BI developer,offshore,standard
WORK-HCDN-03467,managed-service role,Lab,Data Analytics and AI,claims platform analyst,hybrid,standard
WORK-HCDN-03468,employee,Pharmacy,Revenue Cycle Technology,cloud engineer,onsite,standard
WORK-HCDN-03469,contractor,Oncology,Cloud Infrastructure and Data Center,data engineer,nearshore,standard
WORK-HCDN-03470,managed-service role,Cardiology,Workplace and Contact Center,security,offshore,standard
WORK-HCDN-03471,employee,Data and Analytics,Security Identity and Compliance,service desk,hybrid,standard
WORK-HCDN-03472,contractor,Clinical Analytics,Integration and Interoperability,integration engineer,onsite,critical knowledge holder
WORK-HCDN-03473,managed-service role,Actuarial,ERP and Corporate Platforms,revenue-cycle analyst,nearshore,standard
WORK-HCDN-03474,employee,Departmental Reporting,Clinical and Epic AMS,quality analyst,offshore,standard
WORK-HCDN-03475,contractor,AI Transformation,Payer Platform Operations,AI product owner,hybrid,standard
WORK-HCDN-03476,managed-service role,Technology,Data Analytics and AI,Epic analyst,onsite,transition sensitive
WORK-HCDN-03477,employee,Security,Revenue Cycle Technology,SQL/BI developer,nearshore,standard
WORK-HCDN-03478,contractor,Procurement,Cloud Infrastructure and Data Center,claims platform analyst,offshore,standard
WORK-HCDN-03479,managed-service role,HR,Workplace and Contact Center,cloud engineer,hybrid,standard
WORK-HCDN-03480,employee,Supply Chain,Security Identity and Compliance,data engineer,onsite,critical knowledge holder
WORK-HCDN-03481,contractor,Privacy,Integration and Interoperability,security,nearshore,standard
WORK-HCDN-03482,managed-service role,Compliance,ERP and Corporate Platforms,service desk,offshore,standard
WORK-HCDN-03483,employee,Provider Network,Clinical and Epic AMS,integration engineer,hybrid,standard
WORK-HCDN-03484,contractor,Value-Based Care,Payer Platform Operations,revenue-cycle analyst,onsite,standard
WORK-HCDN-03485,managed-service role,Clinical Operations,Data Analytics and AI,quality analyst,nearshore,standard
WORK-HCDN-03486,employee,Revenue Cycle,Revenue Cycle Technology,AI product owner,offshore,standard
WORK-HCDN-03487,contractor,Patient Access,Cloud Infrastructure and Data Center,Epic analyst,hybrid,transition sensitive
WORK-HCDN-03488,managed-service role,Interoperability,Workplace and Contact Center,SQL/BI developer,onsite,critical knowledge holder
WORK-HCDN-03489,employee,Population Health,Security Identity and Compliance,claims platform analyst,nearshore,standard
WORK-HCDN-03490,contractor,Health Plan Operations,Integration and Interoperability,cloud engineer,offshore,standard
WORK-HCDN-03491,managed-service role,Medicare Advantage,ERP and Corporate Platforms,data engineer,hybrid,standard
WORK-HCDN-03492,employee,Claims Operations,Clinical and Epic AMS,security,onsite,standard
WORK-HCDN-03493,contractor,Utilization Management,Payer Platform Operations,service desk,nearshore,standard
WORK-HCDN-03494,managed-service role,Member Services,Data Analytics and AI,integration engineer,offshore,standard
WORK-HCDN-03495,employee,Quality and Stars,Revenue Cycle Technology,revenue-cycle analyst,hybrid,standard
WORK-HCDN-03496,contractor,Risk Adjustment,Cloud Infrastructure and Data Center,quality analyst,onsite,critical knowledge holder
WORK-HCDN-03497,managed-service role,Care Management,Workplace and Contact Center,AI product owner,nearshore,standard
WORK-HCDN-03498,employee,Finance,Security Identity and Compliance,Epic analyst,offshore,transition sensitive
WORK-HCDN-03499,contractor,Coding,Integration and Interoperability,SQL/BI developer,hybrid,standard
WORK-HCDN-03500,managed-service role,Payer Contracting,ERP and Corporate Platforms,claims platform analyst,onsite,standard
WORK-HCDN-03501,employee,Digital Front Door,Clinical and Epic AMS,cloud engineer,nearshore,standard
WORK-HCDN-03502,contractor,Contact Center,Payer Platform Operations,data engineer,offshore,standard
WORK-HCDN-03503,managed-service role,Ambulatory Care,Data Analytics and AI,security,hybrid,standard
WORK-HCDN-03504,employee,Emergency Department,Revenue Cycle Technology,service desk,onsite,critical knowledge holder
WORK-HCDN-03505,contractor,Inpatient,Cloud Infrastructure and Data Center,integration engineer,nearshore,standard
WORK-HCDN-03506,managed-service role,Surgery,Workplace and Contact Center,revenue-cycle analyst,offshore,standard
WORK-HCDN-03507,employee,Imaging,Security Identity and Compliance,quality analyst,hybrid,standard
WORK-HCDN-03508,contractor,Lab,Integration and Interoperability,AI product owner,onsite,standard
WORK-HCDN-03509,managed-service role,Pharmacy,ERP and Corporate Platforms,Epic analyst,nearshore,transition sensitive
WORK-HCDN-03510,employee,Oncology,Clinical and Epic AMS,SQL/BI developer,offshore,standard
WORK-HCDN-03511,contractor,Cardiology,Payer Platform Operations,claims platform analyst,hybrid,standard
WORK-HCDN-03512,managed-service role,Data and Analytics,Data Analytics and AI,cloud engineer,onsite,critical knowledge holder
WORK-HCDN-03513,employee,Clinical Analytics,Revenue Cycle Technology,data engineer,nearshore,standard
WORK-HCDN-03514,contractor,Actuarial,Cloud Infrastructure and Data Center,security,offshore,standard
WORK-HCDN-03515,managed-service role,Departmental Reporting,Workplace and Contact Center,service desk,hybrid,standard
WORK-HCDN-03516,employee,AI Transformation,Security Identity and Compliance,integration engineer,onsite,standard
WORK-HCDN-03517,contractor,Technology,Integration and Interoperability,revenue-cycle analyst,nearshore,standard
WORK-HCDN-03518,managed-service role,Security,ERP and Corporate Platforms,quality analyst,offshore,standard
WORK-HCDN-03519,employee,Procurement,Clinical and Epic AMS,AI product owner,hybrid,standard
WORK-HCDN-03520,contractor,HR,Payer Platform Operations,Epic analyst,onsite,critical knowledge holder
WORK-HCDN-03521,managed-service role,Supply Chain,Data Analytics and AI,SQL/BI developer,nearshore,standard
WORK-HCDN-03522,employee,Privacy,Revenue Cycle Technology,claims platform analyst,offshore,standard
WORK-HCDN-03523,contractor,Compliance,Cloud Infrastructure and Data Center,cloud engineer,hybrid,standard
WORK-HCDN-03524,managed-service role,Provider Network,Workplace and Contact Center,data engineer,onsite,standard
WORK-HCDN-03525,employee,Value-Based Care,Security Identity and Compliance,security,nearshore,standard
WORK-HCDN-03526,contractor,Clinical Operations,Integration and Interoperability,service desk,offshore,standard
WORK-HCDN-03527,managed-service role,Revenue Cycle,ERP and Corporate Platforms,integration engineer,hybrid,standard
WORK-HCDN-03528,employee,Patient Access,Clinical and Epic AMS,revenue-cycle analyst,onsite,critical knowledge holder
WORK-HCDN-03529,contractor,Interoperability,Payer Platform Operations,quality analyst,nearshore,standard
WORK-HCDN-03530,managed-service role,Population Health,Data Analytics and AI,AI product owner,offshore,standard
WORK-HCDN-03531,employee,Health Plan Operations,Revenue Cycle Technology,Epic analyst,hybrid,transition sensitive
WORK-HCDN-03532,contractor,Medicare Advantage,Cloud Infrastructure and Data Center,SQL/BI developer,onsite,standard
WORK-HCDN-03533,managed-service role,Claims Operations,Workplace and Contact Center,claims platform analyst,nearshore,standard
WORK-HCDN-03534,employee,Utilization Management,Security Identity and Compliance,cloud engineer,offshore,standard
WORK-HCDN-03535,contractor,Member Services,Integration and Interoperability,data engineer,hybrid,standard
WORK-HCDN-03536,managed-service role,Quality and Stars,ERP and Corporate Platforms,security,onsite,critical knowledge holder
