template_file,sheet_name,business_object_family,column_name,business_metadata_name,business_definition,data_type,required_level,required_for_surfaces,allowed_answer_types,not_allowed_claims,allowed_values,source_provenance_rule,example_value
templates/V6_07_vendors_contracts.csv,07 Vendors Contracts,vendor_contract,created_at,Created At,Timestamp when this V6 row was created.,datetime,required,all,lineage and auditability,Do not overwrite on refresh.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
templates/V6_07_vendors_contracts.csv,07 Vendors Contracts,vendor_contract,updated_at,Updated At,Timestamp when this V6 row was last updated.,datetime,required,all,lineage and auditability,Do not leave stale after row changes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,2026-06-28T00:00:00Z
templates/V6_07_vendors_contracts.csv,07 Vendors Contracts,vendor_contract,vendor_id,Vendor ID,Stable identifier for supplier or vendor.,text,required,"Source, Tower, Intelligence",vendor joins and sourcing context,Do not join vendors by spelling variants.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_07_vendors_contracts.csv,07 Vendors Contracts,vendor_contract,vendor_name,Vendor Name,Business-readable vendor name.,text,required,"Source, Tower",vendor summaries and executive answers,Do not expose IDs alone.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_07_vendors_contracts.csv,07 Vendors Contracts,vendor_contract,contract_id,Contract ID,Stable identifier for the contract or order vehicle.,text,recommended,"Source, Tower",contract-level analysis,Do not claim contract terms without contract evidence.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_07_vendors_contracts.csv,07 Vendors Contracts,vendor_contract,service,Service Description,"Service, product, or license covered by the vendor/contract.",text,required,"Source, Intelligence",sourcing and renewal analysis,Do not infer scope from vendor name alone.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_07_vendors_contracts.csv,07 Vendors Contracts,vendor_contract,annual_cost_usd,Annual Cost USD,"Annualized contract, license, or run cost.",currency,recommended,"Tower, Source",spend and renewal analysis,Do not state amount without period and amount type.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_07_vendors_contracts.csv,07 Vendors Contracts,vendor_contract,renewal_date,Renewal Date,"Next renewal, expiry, or decision date.",date,recommended,"Source, Tower",renewal risk and sourcing triggers,Do not call a renewal imminent without date.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_07_vendors_contracts.csv,07 Vendors Contracts,vendor_contract,owning_function,Owning Function,Business or technology function accountable for vendor relationship.,text,required,"Source, Tower",ownership and approvals,Do not infer owner from spend center alone.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_07_vendors_contracts.csv,07 Vendors Contracts,vendor_contract,linked_systems,Linked Systems,Systems supported or delivered by the vendor.,list,recommended,"Home, Source, Tower",impact and dependency analysis,Do not assume vendor supports all systems of same brand.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_07_vendors_contracts.csv,07 Vendors Contracts,vendor_contract,contract_risk,Contract Risk,"Commercial, operational, concentration, compliance, or delivery risk.",text,recommended,"Source, Tower",risk framing and recommendations,Do not fabricate risk if not evidenced.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_07_vendors_contracts.csv,07 Vendors Contracts,vendor_contract,pricing_basis,Pricing Basis,"Unit, seat, consumption, fixed fee, outcome, or other pricing basis.",text,recommended,"Source, Tower",commercial leverage and savings logic,Do not recommend renegotiation without pricing basis caveat.,,"Must tie to source_basis, source_file, source_owner, as_of_date, confidence, and known_gaps.",
templates/V6_08_spend_value.csv,08 Spend Value,spend_value,tenant_key,Tenant Key,Canonical tenant identifier used to isolate all client data and answer context.,text,required,all,tenant data isolation and client identity,Do not answer unless the tenant key matches the signed-in tenant.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Industrial Demo-industries
templates/V6_08_spend_value.csv,08 Spend Value,spend_value,client_display_name,Client Display Name,Human-readable client name shown in experience surfaces and reports.,text,required,all,client-facing naming and narrative,Do not infer from tenant key if absent.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Airline Demo
templates/V6_08_spend_value.csv,08 Spend Value,spend_value,v6_contract_version,V6 Contract Version,Version of the V6 template contract used to create this row.,text,required,all,schema compatibility and loader routing,Do not mix rows from different contracts without migration notes.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,v6.0
templates/V6_08_spend_value.csv,08 Spend Value,spend_value,business_object_family,Business Object Family,Business domain family represented by the row.,enum,required,all,"routing, packet assembly, and tab grouping",Do not expose raw table names as business categories.,enterprise_profile|business_function|org_ownership|workforce_persona|application_system|infrastructure_cloud|data_asset_integration|vendor_contract|spend_value|program_initiative|ai_initiative|operations_risk_control|relationship|evidence_source|metric_definition|industry_corpus_pattern|expert_lens,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,spend_value
templates/V6_08_spend_value.csv,08 Spend Value,spend_value,record_id,Business Record ID,Stable client-unique identifier for the business object.,text,required,all,"citations, joins, relationships, and refresh reconciliation",Do not generate a new ID on refresh for the same real object.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,SPEND_VALUE-001
templates/V6_08_spend_value.csv,08 Spend Value,spend_value,record_name,Business Record Name,Business-readable name of the object.,text,required,all,executive-readable answers and UI cards,Do not answer with only record IDs when names are available.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,Example business object
templates/V6_08_spend_value.csv,08 Spend Value,spend_value,source_system,Source System,"System, document, export, or owner-provided source from which the row was derived.",text,required,all,source grounding and evidence lineage,Do not claim system-of-record status unless source_basis says so.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,client_system_export
templates/V6_08_spend_value.csv,08 Spend Value,spend_value,source_owner,Source Owner,Named role or team accountable for the source data.,text,required,all,"ownership, stewardship, and gap follow-up",Do not invent a person or team if unknown.,,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,CIO Office
templates/V6_08_spend_value.csv,08 Spend Value,spend_value,source_basis,Source Basis,"How the row was established: system export, contract, interview, benchmark, synthetic demo, or derived calculation.",enum,required,all,confidence and answer caveats,Do not treat synthetic or interview evidence as audited fact.,system_export|contract|document|interview|workshop|benchmark|industry_pattern|derived_calculation|synthetic_demo|unknown,Must be populated or explicitly marked unknown/not_applicable with known_gaps.,system_export
