integration_id,name,from_system_id,to_system_id,integration_type,frequency,criticality,notes
INT-00001,Customer-Salesforce-Engine-0046 to Crew-Infosys-Service-0726 via API,APP-00046,APP-00726,API,Hourly,Critical,daily_volume=3431069; failures_month=7; modernization=Migrate
INT-00488,Fuel-SAP-Manager-0661 to Cloud-Salesforce-Service-0193 via Batch,APP-00661,APP-00193,Batch,Event,High,daily_volume=6599442; failures_month=42; modernization=Migrate
INT-00489,Crew-Teradata-Engine-0539 to Container-Snowflake-Service-0087 via ELT,APP-00539,APP-00087,ELT,Hourly,Critical,daily_volume=7859178; failures_month=75; modernization=Modernize
INT-00490,Procurement-Adobe-Suite-0457 to Inventory-ServiceNow-Engine-0247 via File Transfer,APP-00457,APP-00247,File Transfer,Daily,Medium,daily_volume=4320464; failures_month=102; modernization=Replace
INT-00491,Security-Adobe-Platform-0778 to Crew-Amadeus-Hub-0552 via CDC,APP-00778,APP-00552,CDC,Real-time,High,daily_volume=1426574; failures_month=88; modernization=Retain
INT-00492,Finance-SITA-Platform-0520 to Weight-Teradata-Platform-0495 via Real-time,APP-00520,APP-00495,Real-time,Hourly,Low,daily_volume=4321278; failures_month=73; modernization=Retire
INT-00493,Irregular-Jeppesen-Engine-0260 to Data-Accenture-Service-0649 via API,APP-00260,APP-00649,API,Daily,High,daily_volume=1617447; failures_month=111; modernization=Modernize
INT-00494,Data-Microsoft-Platform-0636 to Gate-AIMS-Manager-0411 via Real-time,APP-00636,APP-00411,Real-time,Weekly,Medium,daily_volume=6887445; failures_month=81; modernization=Migrate
INT-00495,Crew-Teradata-Engine-0539 to Fuel-Sabre-Hub-0238 via Event,APP-00539,APP-00238,Event,Daily,Low,daily_volume=677953; failures_month=104; modernization=Modernize
INT-00496,Inventory-ServiceNow-Manager-0502 to Vulnerability-Sabre-Platform-0313 via Streaming,APP-00502,APP-00313,Streaming,Real-time,Low,daily_volume=614251; failures_month=22; modernization=Retire
INT-00497,Ancillary-Infosys-Hub-0898 to Tax-Salesforce-Service-0591 via ETL,APP-00898,APP-00591,ETL,Weekly,High,daily_volume=3493247; failures_month=59; modernization=Invest
INT-00498,Disruption-Sabre-Platform-0030 to Fuel-Sabre AirVision-Suite-0671 via Real-time,APP-00030,APP-00671,Real-time,Real-time,High,daily_volume=4483091; failures_month=117; modernization=Invest
INT-00499,Revenue-Sabre-Suite-0476 to Disruption-TCS-Hub-0191 via File Transfer,APP-00476,APP-00191,File Transfer,Real-time,Medium,daily_volume=6490144; failures_month=59; modernization=Replatform
INT-00500,Tax-Salesforce-Service-0591 to Mainframe-Snowflake-Suite-0444 via ETL,APP-00591,APP-00444,ETL,Hourly,High,daily_volume=5913581; failures_month=110; modernization=Replatform
INT-00501,Parts-Amadeus-Service-0766 to Maintenance-Workday-Manager-0387 via Event,APP-00766,APP-00387,Event,Daily,Critical,daily_volume=6447502; failures_month=120; modernization=Migrate
INT-00502,Business-Infosys-Platform-0423 to Gate-Workday-Platform-0703 via API,APP-00423,APP-00703,API,Daily,Critical,daily_volume=2241841; failures_month=71; modernization=Retain
INT-00503,Cargo-TCS-Manager-0097 to Crew-Teradata-Engine-0539 via CDC,APP-00097,APP-00539,CDC,Event,Medium,daily_volume=4457678; failures_month=18; modernization=Replatform
INT-00504,Cloud-TCS-Manager-0458 to Payroll-Sabre-Platform-0616 via CDC,APP-00458,APP-00616,CDC,Weekly,Low,daily_volume=6830917; failures_month=53; modernization=Replatform
INT-00505,Business-Snowflake-Manager-0748 to Codeshare-SITA-Manager-0862 via Event,APP-00748,APP-00862,Event,Event,High,daily_volume=2959833; failures_month=26; modernization=Replace
INT-00506,Identity-Lufthansa Systems-Service-0710 to Crew-Lufthansa Systems-Engine-0715 via CDC,APP-00710,APP-00715,CDC,Event,Low,daily_volume=6181782; failures_month=114; modernization=Retire
INT-00507,Security-Sabre AirVision-Service-0779 to Real-time-SAP-Hub-0380 via API,APP-00779,APP-00380,API,Real-time,High,daily_volume=6301010; failures_month=21; modernization=Invest
INT-00508,Payroll-Accenture-Hub-0320 to MRO-Sabre AirVision-Manager-0286 via API,APP-00320,APP-00286,API,Daily,Low,daily_volume=3456834; failures_month=16; modernization=Invest
INT-00509,Disruption-Teradata-Hub-0780 to Ancillary-Databricks-Platform-0361 via Event,APP-00780,APP-00361,Event,Daily,Medium,daily_volume=2403414; failures_month=62; modernization=Replatform
INT-00510,Gate-Adobe-Hub-0344 to Component-Amadeus-Manager-0583 via Event,APP-00344,APP-00583,Event,Weekly,Critical,daily_volume=4018464; failures_month=73; modernization=Retain
INT-00511,Reliability-Snowflake-Manager-0516 to Reliability-SAP-Manager-0834 via Batch,APP-00516,APP-00834,Batch,Hourly,Low,daily_volume=5869174; failures_month=40; modernization=Invest
INT-00512,Payroll-TCS-Platform-0830 to Gate-Adobe-Hub-0344 via Real-time,APP-00830,APP-00344,Real-time,Event,Low,daily_volume=892903; failures_month=5; modernization=Replatform
INT-00513,Airworthiness-SITA-Platform-0871 to Maintenance-Jeppesen-Engine-0514 via Streaming,APP-00871,APP-00514,Streaming,Real-time,High,daily_volume=6785797; failures_month=38; modernization=Invest
INT-00514,Inventory-Hexaware-Engine-0604 to Fare-Sabre-Suite-0377 via Streaming,APP-00604,APP-00377,Streaming,Event,Critical,daily_volume=6917743; failures_month=4; modernization=Replatform
INT-00515,Metadata-Lufthansa Systems-Suite-0316 to Weight-Accenture-Manager-0416 via Event,APP-00316,APP-00416,Event,Daily,Critical,daily_volume=2891660; failures_month=78; modernization=Migrate
INT-00516,Line-Adobe-Hub-0166 to Baggage-Snowflake-Manager-0510 via API,APP-00166,APP-00510,API,Daily,Critical,daily_volume=362656; failures_month=103; modernization=Replatform
INT-00517,Pricing-Lufthansa Systems-Service-0368 to Identity-Microsoft-Service-0139 via File Transfer,APP-00368,APP-00139,File Transfer,Real-time,Medium,daily_volume=3696263; failures_month=4; modernization=Replace
INT-00518,Self-Service-Custom-Suite-0190 to Crew-Custom-Hub-0505 via CDC,APP-00190,APP-00505,CDC,Weekly,High,daily_volume=7361236; failures_month=54; modernization=Modernize
INT-00519,Crew-Sabre AirVision-Service-0782 to Real-Amadeus-Service-0509 via File Transfer,APP-00782,APP-00509,File Transfer,Daily,Medium,daily_volume=1269201; failures_month=56; modernization=Invest
INT-00520,Legal-TCS-Engine-0156 to Payroll-Accenture-Hub-0320 via API,APP-00156,APP-00320,API,Event,Medium,daily_volume=4614513; failures_month=12; modernization=Replace
INT-00521,Master-Amadeus-Platform-0083 to Treasury-Sabre AirVision-Manager-0022 via Batch,APP-00083,APP-00022,Batch,Daily,Medium,daily_volume=1997297; failures_month=95; modernization=Retain
INT-00522,Pricing-Amadeus-Platform-0257 to MRO-ServiceNow-Manager-0440 via Real-time,APP-00257,APP-00440,Real-time,Weekly,Medium,daily_volume=3317650; failures_month=79; modernization=Migrate
INT-00523,Line-Microsoft-Suite-0133 to Slot-Hexaware-Platform-0657 via Batch,APP-00133,APP-00657,Batch,Weekly,Critical,daily_volume=4935071; failures_month=114; modernization=Retain
INT-00524,Network-Teradata-Manager-0640 to Cargo-Snowflake-Service-0860 via ELT,APP-00640,APP-00860,ELT,Event,High,daily_volume=2604151; failures_month=4; modernization=Retain
INT-00525,Revenue-AIMS-Suite-0529 to Irregular-Workday-Platform-0670 via Batch,APP-00529,APP-00670,Batch,Daily,High,daily_volume=3475606; failures_month=117; modernization=Retain
INT-00526,Legal-TCS-Engine-0156 to Customer-ServiceNow-Service-0678 via API,APP-00156,APP-00678,API,Weekly,Low,daily_volume=6929578; failures_month=0; modernization=Retain
INT-00527,Crew-Teradata-Suite-0421 to Ancillary-Microsoft-Platform-0527 via ETL,APP-00421,APP-00527,ETL,Event,Critical,daily_volume=245871; failures_month=47; modernization=Modernize
INT-00528,Codeshare-Adobe-Manager-0200 to Ancillary-Adobe-Service-0886 via Real-time,APP-00200,APP-00886,Real-time,Hourly,Low,daily_volume=4409445; failures_month=52; modernization=Invest
INT-00529,Data-Lufthansa Systems-Manager-0450 to Identity-Amadeus-Manager-0213 via ELT,APP-00450,APP-00213,ELT,Hourly,Medium,daily_volume=3429595; failures_month=16; modernization=Replatform
INT-00530,Revenue-Custom-Hub-0165 to Disruption-Adobe-Engine-0546 via Batch,APP-00165,APP-00546,Batch,Hourly,Critical,daily_volume=1236998; failures_month=89; modernization=Retire
INT-00531,Data-Sabre-Engine-0890 to Customer-Sabre AirVision-Platform-0695 via ELT,APP-00890,APP-00695,ELT,Real-time,Critical,daily_volume=3139540; failures_month=10; modernization=Invest
INT-00532,Customer-Workday-Platform-0105 to Ancillary-Jeppesen-Manager-0547 via File Transfer,APP-00105,APP-00547,File Transfer,Daily,Medium,daily_volume=5664367; failures_month=58; modernization=Retain
INT-00533,Gate-Hexaware-Platform-0128 to Ground-Hexaware-Hub-0859 via ETL,APP-00128,APP-00859,ETL,Event,Medium,daily_volume=5567016; failures_month=19; modernization=Replatform
INT-00534,Metadata-Teradata-Engine-0343 to Compute-Workday-Suite-0025 via ELT,APP-00343,APP-00025,ELT,Weekly,Low,daily_volume=5020978; failures_month=88; modernization=Migrate
INT-00535,Customer-Hexaware-Manager-0334 to Storage-Databricks-Service-0655 via Batch,APP-00334,APP-00655,Batch,Weekly,Critical,daily_volume=6775595; failures_month=108; modernization=Retire
INT-00536,Weight-TCS-Hub-0787 to Slot-IBM-Platform-0492 via ETL,APP-00787,APP-00492,ETL,Event,Medium,daily_volume=5936344; failures_month=50; modernization=Modernize
INT-00537,Airworthiness-Salesforce-Hub-0621 to Corporate-TCS-Suite-0119 via Streaming,APP-00621,APP-00119,Streaming,Real-time,Medium,daily_volume=6636389; failures_month=11; modernization=Replace
INT-00538,HR-Oracle-Manager-0089 to Legal-Sabre AirVision-Suite-0112 via API,APP-00089,APP-00112,API,Real-time,Critical,daily_volume=3367484; failures_month=30; modernization=Modernize
INT-00539,Gate-Salesforce-Engine-0656 to Revenue-Hexaware-Manager-0752 via Streaming,APP-00656,APP-00752,Streaming,Weekly,High,daily_volume=6325845; failures_month=13; modernization=Retain
INT-00540,Metadata-Accenture-Service-0102 to Crew-TCS-Hub-0791 via ELT,APP-00102,APP-00791,ELT,Weekly,High,daily_volume=2538691; failures_month=68; modernization=Replatform
INT-00541,Mobile-TCS-Suite-0407 to Sales-SITA-Manager-0474 via File Transfer,APP-00407,APP-00474,File Transfer,Real-time,Medium,daily_volume=284019; failures_month=80; modernization=Modernize
INT-00542,Vulnerability-Jeppesen-Suite-0654 to Disruption-Microsoft-Hub-0123 via Batch,APP-00654,APP-00123,Batch,Weekly,Low,daily_volume=7213812; failures_month=18; modernization=Modernize
INT-00543,Storage-Adobe-Engine-0662 to Digital-SITA-Suite-0273 via File Transfer,APP-00662,APP-00273,File Transfer,Event,High,daily_volume=1087790; failures_month=33; modernization=Migrate
INT-00544,Container-Salesforce-Hub-0623 to Tax-Amadeus-Manager-0149 via Event,APP-00623,APP-00149,Event,Hourly,Medium,daily_volume=1150059; failures_month=118; modernization=Invest
INT-00545,Ancillary-AIMS-Service-0698 to Cargo-Accenture-Suite-0599 via CDC,APP-00698,APP-00599,CDC,Hourly,High,daily_volume=610918; failures_month=94; modernization=Invest
INT-00546,Weight-Teradata-Platform-0495 to Vulnerability-Oracle-Service-0692 via API,APP-00495,APP-00692,API,Real-time,Low,daily_volume=7264501; failures_month=105; modernization=Migrate
INT-00547,Baggage-Databricks-Manager-0121 to Component-Oracle-Service-0163 via ELT,APP-00121,APP-00163,ELT,Daily,Medium,daily_volume=7259244; failures_month=10; modernization=Replatform
INT-00548,Lounge-ServiceNow-Suite-0771 to Ancillary-Amadeus-Engine-0078 via File Transfer,APP-00771,APP-00078,File Transfer,Real-time,Low,daily_volume=5953329; failures_month=85; modernization=Migrate
INT-00549,Real-Adobe-Manager-0521 to Component-Sabre AirVision-Platform-0675 via File Transfer,APP-00521,APP-00675,File Transfer,Event,Medium,daily_volume=7843164; failures_month=99; modernization=Modernize
INT-00550,Inventory-Snowflake-Platform-0124 to Flight-Sabre AirVision-Manager-0696 via ETL,APP-00124,APP-00696,ETL,Real-time,Medium,daily_volume=3553146; failures_month=53; modernization=Retain
INT-00551,Airworthiness-Salesforce-Suite-0554 to Contact-ServiceNow-Manager-0573 via Real-time,APP-00554,APP-00573,Real-time,Weekly,High,daily_volume=5572131; failures_month=100; modernization=Invest
INT-00552,Self-Service-SAP-Engine-0556 to Digital-Lufthansa Systems-Platform-0524 via CDC,APP-00556,APP-00524,CDC,Real-time,Critical,daily_volume=344079; failures_month=21; modernization=Migrate
INT-00553,Crew-Custom-Service-0793 to Data-Lufthansa Systems-Hub-0398 via Real-time,APP-00793,APP-00398,Real-time,Event,Medium,daily_volume=2251204; failures_month=38; modernization=Modernize
INT-00554,Observability-Microsoft-Hub-0225 to Codeshare-TCS-Manager-0199 via Streaming,APP-00225,APP-00199,Streaming,Weekly,High,daily_volume=1206528; failures_month=62; modernization=Retire
INT-00555,Engine-Custom-Engine-0268 to Distribution-Workday-Suite-0115 via Event,APP-00268,APP-00115,Event,Weekly,High,daily_volume=6652015; failures_month=30; modernization=Retain
INT-00556,Disruption-Snowflake-Manager-0002 to Parts-SAP-Suite-0738 via ETL,APP-00002,APP-00738,ETL,Event,High,daily_volume=3521334; failures_month=27; modernization=Modernize
INT-00557,Airworthiness-Jeppesen-Suite-0725 to Ground-TCS-Engine-0609 via Real-time,APP-00725,APP-00609,Real-time,Real-time,Critical,daily_volume=5024032; failures_month=94; modernization=Invest
INT-00558,Real-Workday-Service-0518 to Weight-Sabre AirVision-Suite-0283 via Event,APP-00518,APP-00283,Event,Daily,Medium,daily_volume=3810088; failures_month=32; modernization=Replace
INT-00559,Contact-Accenture-Service-0635 to Privileged-Adobe-Hub-0157 via Streaming,APP-00635,APP-00157,Streaming,Daily,Critical,daily_volume=55532; failures_month=8; modernization=Retire
INT-00560,Crew-Workday-Manager-0048 to Network-IBM-Engine-0335 via CDC,APP-00048,APP-00335,CDC,Event,Low,daily_volume=2372338; failures_month=92; modernization=Retire
INT-00561,Procurement-ServiceNow-Service-0528 to Identity-SAP-Hub-0104 via File Transfer,APP-00528,APP-00104,File Transfer,Daily,Medium,daily_volume=4762570; failures_month=106; modernization=Migrate
INT-00562,Vulnerability-Snowflake-Engine-0795 to Self-Service-Custom-Suite-0190 via CDC,APP-00795,APP-00190,CDC,Real-time,Low,daily_volume=1942484; failures_month=88; modernization=Retain
INT-00563,Ancillary-Databricks-Platform-0361 to Mobile-Oracle-Suite-0627 via Real-time,APP-00361,APP-00627,Real-time,Event,Low,daily_volume=2026649; failures_month=76; modernization=Modernize
INT-00564,HR-Infosys-Engine-0586 to Ground-Salesforce-Hub-0280 via Streaming,APP-00586,APP-00280,Streaming,Event,Low,daily_volume=3097946; failures_month=89; modernization=Modernize
INT-00565,Parts-ServiceNow-Hub-0409 to Customer-Oracle-Suite-0405 via Event,APP-00409,APP-00405,Event,Event,Critical,daily_volume=1556658; failures_month=22; modernization=Invest
INT-00566,Legal-AIMS-Platform-0278 to Maintenance-Accenture-Service-0192 via ELT,APP-00278,APP-00192,ELT,Event,High,daily_volume=717226; failures_month=76; modernization=Migrate
INT-00567,Inventory-Custom-Platform-0868 to Gate-Databricks-Suite-0173 via CDC,APP-00868,APP-00173,CDC,Weekly,Medium,daily_volume=7222808; failures_month=46; modernization=Invest
INT-00568,Procurement-Jeppesen-Platform-0029 to Treasury-Amadeus-Suite-0680 via Real-time,APP-00029,APP-00680,Real-time,Real-time,Low,daily_volume=4553635; failures_month=74; modernization=Migrate
INT-00569,Data-Accenture-Manager-0059 to Crew-Accenture-Engine-0500 via Event,APP-00059,APP-00500,Event,Real-time,Medium,daily_volume=6858988; failures_month=1; modernization=Modernize
INT-00570,Maintenance-Adobe-Platform-0677 to Self-Service-SITA-Suite-0043 via File Transfer,APP-00677,APP-00043,File Transfer,Hourly,High,daily_volume=2852280; failures_month=83; modernization=Migrate
INT-00571,Disruption-Lufthansa Systems-Manager-0848 to Tax-Salesforce-Platform-0241 via Real-time,APP-00848,APP-00241,Real-time,Real-time,Critical,daily_volume=7415295; failures_month=44; modernization=Modernize
INT-00572,Cargo-TCS-Platform-0031 to Reliability-Accenture-Manager-0613 via ETL,APP-00031,APP-00613,ETL,Hourly,High,daily_volume=5333377; failures_month=23; modernization=Replace
INT-00573,Payroll-Sabre-Platform-0616 to Crew-Sabre AirVision-Platform-0231 via ELT,APP-00616,APP-00231,ELT,Real-time,High,daily_volume=6664811; failures_month=76; modernization=Retire
INT-00574,Irregular-SAP-Hub-0644 to Data-Salesforce-Hub-0800 via Event,APP-00644,APP-00800,Event,Daily,Critical,daily_volume=1662316; failures_month=98; modernization=Invest
INT-00575,Security-Custom-Suite-0384 to Reliability-IBM-Suite-0794 via CDC,APP-00384,APP-00794,CDC,Real-time,High,daily_volume=7705177; failures_month=28; modernization=Replatform
INT-00576,Digital-SITA-Suite-0273 to Component-SITA-Platform-0222 via Real-time,APP-00273,APP-00222,Real-time,Weekly,Critical,daily_volume=799118; failures_month=112; modernization=Retire
INT-00577,Cargo-Hexaware-Suite-0400 to Maintenance-Adobe-Platform-0677 via Event,APP-00400,APP-00677,Event,Weekly,High,daily_volume=1751031; failures_month=4; modernization=Retain
INT-00578,Self-Service-Snowflake-Service-0391 to Mobile-Microsoft-Service-0847 via ETL,APP-00391,APP-00847,ETL,Weekly,High,daily_volume=7638502; failures_month=61; modernization=Replatform
INT-00579,Ancillary-Oracle-Hub-0605 to Crew-Infosys-Service-0648 via Real-time,APP-00605,APP-00648,Real-time,Hourly,Critical,daily_volume=1723711; failures_month=35; modernization=Retain
INT-00580,Disruption-Adobe-Engine-0546 to Treasury-Infosys-Platform-0425 via File Transfer,APP-00546,APP-00425,File Transfer,Event,Low,daily_volume=1468837; failures_month=60; modernization=Migrate
INT-00581,Inventory-Sabre-Suite-0008 to Baggage-SAP-Service-0252 via Event,APP-00008,APP-00252,Event,Weekly,Critical,daily_volume=6527451; failures_month=23; modernization=Replace
INT-00582,Payroll-Sabre-Platform-0616 to Identity-Snowflake-Service-0348 via ETL,APP-00616,APP-00348,ETL,Weekly,Low,daily_volume=899151; failures_month=76; modernization=Modernize
INT-00583,Mobile-Amadeus-Suite-0435 to Container-Snowflake-Service-0087 via File Transfer,APP-00435,APP-00087,File Transfer,Daily,High,daily_volume=2123049; failures_month=51; modernization=Invest
INT-00584,Maintenance-TCS-Hub-0465 to Data-Lufthansa Systems-Service-0863 via Event,APP-00465,APP-00863,Event,Daily,Medium,daily_volume=1127082; failures_month=43; modernization=Migrate
INT-00585,GRC-Jeppesen-Manager-0279 to Parts-Accenture-Manager-0861 via API,APP-00279,APP-00861,API,Real-time,Medium,daily_volume=6894861; failures_month=11; modernization=Retire
