dimension_key,dimension_name,column_ordinal,column_name,client_field,required_level,allowed_format,client_instruction,example_value,module_use
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,7,benchmark_definition,Benchmark Definition,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,percentage of eligible transactional work automated,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,8,benchmark_basis,Benchmark Basis,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic planning benchmark; not tenant fact,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,9,recommended_use,Recommended Use,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Use only for directional scenario framing until replaced by client data or licensed market evidence.,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,10,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,11,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,12,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,13,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,14,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,15,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,16,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,17,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,18,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,19,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,20,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,8,estate_item_id,Estate Item Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,INFRA-HOLDCO-001-infra-0,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,9,estate_item_name,Estate Item Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore Azure landing zone,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,10,infrastructure_category,Infrastructure Category,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,cloud,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,11,hosting_deployment_model,Hosting Deployment Model,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Azure,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,12,criticality,Criticality,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,critical,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,13,primary_location_region,Primary Location Region,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"Chicago, IL","Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,14,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,15,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,16,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,17,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,18,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,19,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,20,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,21,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,22,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,23,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_24_infrastructure_cloud_estate,Infrastructure Cloud Estate,24,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
